x1,x2
0.44618901,0.68481182
0.41707917,0.66385921
0.40901323,0.63117126
0.38351196,0.60404425
0.35720791,0.55929475
0.3326515,0.51554408
0.30858558,0.49225301
0.28224631,0.48736826
0.28882937,0.48030621
0.30654048,0.47509394
0.32595415,0.50234043
0.31484862,0.50951229
0.33040504,0.51910393
0.36895837,0.5447723
0.38634794,0.55393636
0.3946144,0.54000065
0.39438369,0.53477348
0.3814815,0.53279526
0.36395721,0.53822392
0.34609127,0.53688112
0.33933013,0.54148289
0.3395285,0.55050917
0.38197054,0.55178016
0.3708283,0.56203326
0.35946401,0.56619049
0.35953551,0.57036538
0.3642526,0.56093781
0.34984102,0.54758377
0.33904874,0.53419795
0.30719324,0.52313677
0.25941348,0.51746381
0.24560458,0.51341863
0.2623801,0.51063316
0.2629529,0.50646451
0.25390958,0.52078512
0.25241424,0.48727713
0.27252063,0.46586326
0.26946775,0.45466668
0.24943084,0.45890734
0.23031692,0.46691643
0.20761932,0.46344151
0.18993639,0.45760345
0.18717778,0.45339613
0.21079853,0.44729485
0.24616038,0.44436418
0.28182178,0.43843456
0.32579983,0.42720948
0.36600984,0.43997367
0.39999545,0.45020449
0.42210282,0.45928069
0.46152224,0.46584324
0.489197,0.45556484
0.52009229,0.45053972
0.56109528,0.44341267
0.59106573,0.43083366
0.62355431,0.42471575
0.66405818,0.41611509
0.67302384,0.42170198
0.66606189,0.44549384
0.63527493,0.45525286
0.59327115,0.44535983
0.59159631,0.42212923
0.60371251,0.40758206
0.60503253,0.40830681
0.59465443,0.40531713
0.5924329,0.39195783
0.59325995,0.38118162
0.58897214,0.37790213
0.58212003,0.38867459
0.5773494,0.40226778
0.59766993,0.38897402
0.59308404,0.40808005
0.57519248,0.41827229
0.55493133,0.42169148
0.53949945,0.43767175
0.52904749,0.44269407
0.5203889,0.44282023
0.52009612,0.43714423
0.51535818,0.41875062
0.50756557,0.40102734
0.51527494,0.38319274
0.52913315,0.37159611
0.49263884,0.38236177
0.49815043,0.38657096
0.49625852,0.39003616
0.4896967,0.38332763
0.47146955,0.37301992
0.43790593,0.36821765
0.39888449,0.35295207
0.35933666,0.34116852
0.32721802,0.33085315
0.31136342,0.33147053
0.30047444,0.33643778
0.28213876,0.34633609
0.24269357,0.3776215
0.25424381,0.38844281
0.25671315,0.39043567
0.26906579,0.38987799
0.28471647,0.38920527
0.31363615,0.387412
0.32314384,0.3782883
0.32229446,0.35163402
0.31255344,0.32568203
0.29853797,0.32714946
0.29499565,0.29921227
0.31689776,0.28888903
0.36968156,0.27713898
0.37362691,0.28426237
0.35498902,0.28469985
0.348575,0.28213353
0.34671903,0.28030844
0.34334918,0.28040616
0.34611775,0.27554983
0.34506061,0.2937015
0.35015951,0.30525939
0.35973927,0.31156887
0.3705353,0.31619795
0.37606715,0.3268946
0.33382941,0.33426033
0.32398672,0.36482201
0.32855485,0.37559162
0.32185596,0.37390743
0.31786964,0.36543432
0.31131566,0.35198115
0.30247596,0.33711259
0.30056267,0.33359636
0.30500252,0.34554067
0.30747681,0.35120689
0.31908359,0.3566043
0.32779788,0.35488031
0.33825445,0.35476729
0.30513614,0.35143829
0.2825606,0.33914738
0.29967757,0.33758607
0.32071918,0.3411289
0.31422533,0.3368879
0.28313987,0.33863694
0.27924953,0.35822988
0.27790355,0.39640572
0.28273727,0.42104737
0.30544487,0.43508736
0.32598293,0.44347056
0.33834917,0.46845209
0.33614659,0.48858337
0.31957165,0.49595336
0.31184805,0.50660143
0.32421142,0.52771397
0.33455006,0.55047776
0.3256061,0.57646503
0.3133531,0.60230833
0.29797336,0.62743478
0.2819786,0.65002102
0.28820777,0.66603998
0.29146696,0.67779081
0.27651016,0.69283113
0.27742292,0.70496978
0.27900157,0.70103475
0.28159685,0.70573532
0.26554182,0.72431822
0.25127769,0.74501926
0.22846777,0.75494058
0.20287729,0.76027419
0.18342369,0.77095839
0.17210229,0.7742263
0.16868006,0.77723249
0.1677965,0.78337041
0.14696779,0.77971445
0.15807532,0.77983989
