x1,x2
0.0,0.0
0.0,0.0
0.0,0.0
4.87e-6,0.0
0.00558415,0.0
0.11998395,0.0
0.2678017,0.0
0.42095134,0.00043196
0.56818962,0.10157422
0.66707249,0.25035135
0.73963562,0.33715505
0.75527435,0.39440741
0.74269231,0.38238172
0.61951026,0.31643367
0.5159964,0.18772184
0.37769795,0.0182113
0.26331224,4.6e-7
0.13683932,0.0
0.03346549,0.0
2.275e-5,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.38e-6,0.0
0.01204306,0.0
0.12668106,0.0
0.26981573,0.0
0.43233668,0.00057785
0.55864462,0.09751022
0.64073942,0.25642523
0.70181488,0.36909075
0.69945688,0.42193565
0.67117418,0.43145089
0.61268019,0.33779272
0.57103564,0.2111482
0.44707832,0.01923069
0.32742284,1.2e-6
0.18513668,0.0
0.03400259,0.0
1.485e-5,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.2e-6,0.0
0.01919691,0.0
0.18287387,0.0
0.36758208,0.0
0.53718512,0.00054942
0.70297123,0.06152984
0.8140671,0.15227957
0.82977998,0.2221377
0.76258768,0.24318391
0.68845283,0.22400549
0.58870684,0.17802059
0.51959271,0.09268185
0.42500193,0.00500514
0.30907562,4.9e-7
0.18157325,0.0
0.03138823,0.0
7.66e-6,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5.8e-7,0.0
0.01527074,0.0
0.17877599,0.0
0.36543247,0.0
0.55001383,0.00027587
0.70845741,0.0241771
0.85499785,0.07147688
0.95713237,0.09237694
0.99448613,0.10772276
0.95626106,0.09611105
0.85529995,0.06619212
0.72707891,0.02848292
0.57854497,0.00295875
0.39926356,1.34e-6
0.20653197,0.0
0.027914,0.0
2.63e-6,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.5e-7,0.0
0.01230295,0.0
0.14833174,0.0
0.30623711,0.0
0.46178741,0.00028253
0.56819022,0.02349167
0.69182543,0.08179026
0.77075238,0.11934185
0.73937603,0.14648009
0.69724089,0.15105018
0.58850142,0.11476133
0.48355324,0.06295018
0.3480985,0.00729517
0.20484029,3.11e-6
0.09481348,0.0
0.01096996,0.0
7.8e-7,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0e-8,0.0
0.00390129,0.0
0.04392984,0.0
0.09604578,0.0
0.12240857,0.00055363
0.17865778,0.07259797
0.2212975,0.1957929
0.2520221,0.25824902
0.25053861,0.29319177
0.24364584,0.2549141
0.2191212,0.2041765
0.2040641,0.12227459
0.17133625,0.01694904
0.13979842,9.76e-6
0.07840452,0.0
0.00992848,0.0
1.4e-7,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0e-8,0.0
0.00299766,0.0
0.05643625,0.0
0.13760684,0.0
0.10142429,0.00089999
0.15854149,0.10903061
0.21961013,0.25571059
0.23796689,0.32518562
0.24653533,0.36384609
0.20806973,0.38503421
0.18313714,0.33146252
0.14988183,0.23211801
0.13282329,0.05483703
0.10176957,2.392e-5
0.06162382,0.0
0.01158013,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
