x1,x2
0.0,0.0
0.0,0.0
0.0,0.0
0.00042591,0.0
0.02514034,0.0
0.1065365,0.0
0.20048968,0.0
0.23235161,0.0
0.30965877,0.00025685
0.38008128,0.03848778
0.45914847,0.11285066
0.5082745,0.15988906
0.61874911,0.17470944
0.58218594,0.13078844
0.59355983,0.05467709
0.51667632,0.00195796
0.37635929,0.0
0.28162262,0.0
0.16015481,0.0
0.02260527,0.0
1.51e-6,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00028428,0.0
0.03354259,0.0
0.15966785,0.0
0.29706661,0.0
0.45067382,0.0
0.56379775,0.00022917
0.64230757,0.02816413
0.73132419,0.08048471
0.73855893,0.14865427
0.67993252,0.18327206
0.65870222,0.15016879
0.58017899,0.05484888
0.50943554,0.00258896
0.4074723,0.0
0.25740388,0.0
0.15319872,0.0
0.01676277,0.0
1.0e-8,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00020632,0.0
0.02746895,0.0
0.11028443,0.0
0.18992991,0.0
0.23909077,0.0
0.32874008,0.0001425
0.41061174,0.01318018
0.4787169,0.08177319
0.51226549,0.16990866
0.4331951,0.18583695
0.32384684,0.11565396
0.27003486,0.01730414
0.19052418,0.00038042
0.12552615,0.0
0.07584745,0.0
0.03912426,0.0
0.00255673,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.67e-5,0.0
0.00707645,0.0
0.07150135,0.0
0.18319248,0.0
0.32644391,0.0
0.51809402,0.00019206
0.64359844,0.00950222
0.76513632,0.03911306
0.73310071,0.07864864
0.7132935,0.08841935
0.65394151,0.04919234
0.52385569,0.01985826
0.43948595,0.00122694
0.36001422,0.0
0.21503587,0.0
0.11564628,0.0
0.00684986,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7.613e-5,0.0
0.01305089,0.0
0.0667134,0.0
0.14655261,0.0
0.24194552,0.0
0.26831353,0.00015878
0.31262031,0.00767474
0.35952814,0.04904719
0.40153227,0.11762529
0.33191535,0.12003729
0.30393697,0.08056942
0.2114246,0.01811366
0.18078155,0.00128602
0.15717066,0.0
0.08223704,0.0
0.04122557,0.0
0.00281683,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8.12e-6,0.0
0.00325241,0.0
0.0419296,0.0
0.10525316,0.0
0.17664297,0.0
0.26672681,0.00020761
0.349468,0.01650966
0.37081482,0.05370171
0.40595889,0.12255878
0.41174401,0.12029294
0.42470753,0.0830013
0.41776941,0.03392937
0.35614925,0.00256198
0.27512358,0.0
0.15914843,0.0
0.06832508,0.0
0.00430489,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.52e-5,0.0
0.01790176,0.0
0.13821094,0.0
0.27621731,0.0
0.41063219,0.0
0.55186177,0.00024652
0.68246336,0.0133947
0.75266648,0.04454714
0.82602572,0.11741118
0.81919129,0.10752635
0.75460181,0.06966291
0.68586816,0.02032965
0.57453743,0.00122332
0.42058637,0.0
0.28020445,0.0
0.14665344,0.0
0.00404652,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
