x1,x2,x3
-0.0,0.0,4.056e-5
-0.0,0.0,0.00018885
-0.0,0.0,0.00105913
-0.0,0.0,0.01151559
0.0001995,0.0,0.0934541
0.01152107,0.0,0.15428829
0.06314268,0.0,0.24516526
0.11772377,0.0,0.33334023
0.19016385,0.0,0.43582651
0.25005744,0.00072127,0.50940721
0.30232363,0.03619738,0.58085262
0.35689277,0.08770001,0.62329671
0.3946002,0.09699682,0.65644806
0.38542861,0.09465574,0.65548754
0.32996467,0.04174272,0.59227681
0.25238211,0.00172659,0.50554162
0.19139329,0.0,0.40528447
0.11523876,0.0,0.28157746
0.02115557,0.0,0.15913914
1.091e-5,0.0,0.08565378
-0.0,0.0,0.0352054
-0.0,0.0,0.00239391
-0.0,0.0,0.00017381
-0.0,0.0,5.357e-5
-0.0,0.0,0.0001389
-0.0,0.0,0.00068028
-0.0,0.0,0.00162516
-0.0,0.0,0.01469482
7.258e-5,0.0,0.04934237
0.00508533,0.0,0.09583367
0.045547,0.0,0.16429178
0.09649508,0.0,0.26760927
0.16035873,0.0,0.35059292
0.20186421,0.00107106,0.39416235
0.23752862,0.07439745,0.37829862
0.24839193,0.20987617,0.3665685
0.21447411,0.2429883,0.38419833
0.18745361,0.21009477,0.39883388
0.19039093,0.09102227,0.4397551
0.16516187,0.00307529,0.39131113
0.11978117,0.0,0.34608315
0.07598751,0.0,0.26819678
0.00949075,0.0,0.19992716
2.5e-6,0.0,0.12530504
-0.0,0.0,0.07011703
-0.0,0.0,0.00468257
-0.0,0.0,0.00031874
-0.0,0.0,9.248e-5
-0.0,0.0,0.00027151
-0.0,0.0,0.00188488
-0.0,0.0,0.00868068
-0.0,0.0,0.02789207
2.883e-5,0.0,0.10593345
0.00441857,0.0,0.15807565
0.07045708,0.0,0.26075474
0.14187069,0.0,0.3565282
0.22557261,0.0,0.48635879
0.32078608,0.00066204,0.59555696
0.37039477,0.03934694,0.67700203
0.37937256,0.13036215,0.71349
0.3549869,0.17474724,0.7257052
0.33419568,0.14078726,0.67545648
0.25189649,0.0405025,0.63565541
0.16113552,0.00093179,0.56710593
0.12918871,0.0,0.47404391
0.06642674,0.0,0.36203113
0.00788279,0.0,0.25709998
5.1e-7,0.0,0.18811183
-0.0,0.0,0.1050892
-0.0,0.0,0.00649544
-0.0,0.0,0.00046867
-0.0,0.0,0.00012553
-0.0,0.0,0.00033558
-0.0,0.0,0.00150214
-0.0,0.0,0.00372172
-0.0,0.0,0.02123751
9.91e-6,0.0,0.09894895
0.00119364,0.0,0.1629948
0.06538223,0.0,0.24487416
0.13298664,0.0,0.36174391
0.21032811,0.0,0.46716457
0.28268702,0.00051691,0.56193009
0.32193305,0.00953599,0.65384103
0.33575359,0.02455257,0.67951362
0.30773759,0.03539901,0.68443739
0.27170369,0.0259143,0.67468018
0.24183424,0.01411338,0.64521868
0.16476802,0.00123255,0.56678394
0.11100024,2.0e-8,0.46850432
0.05537416,0.0,0.36000303
0.00675451,0.0,0.25026601
4.0e-8,0.0,0.18315942
-0.0,0.0,0.10627432
-0.0,0.0,0.0046721
-0.0,0.0,0.00026499
-0.0,0.0,6.403e-5
-0.0,0.0,0.00014619
-0.0,0.0,0.00130673
-0.0,0.0,0.01271209
-0.0,0.0,0.04682251
1.301e-5,0.0,0.15532061
0.00148356,0.0,0.22131112
0.0484402,0.0,0.32913463
0.10406378,0.0,0.46950701
0.16147844,0.0,0.60453423
0.23395269,0.00106057,0.70672115
0.28433752,0.03606103,0.79895069
0.32265785,0.10595955,0.83258384
0.32499132,0.10442913,0.83486726
0.27982398,0.0930624,0.78646486
0.20243508,0.04738723,0.70807614
0.14563333,0.00331989,0.6231673
0.08861441,1.6e-7,0.49736851
0.0462681,0.0,0.35586059
0.00270191,0.0,0.23662273
-0.0,0.0,0.15552754
-0.0,0.0,0.08573119
-0.0,0.0,0.00512552
-0.0,0.0,0.00044578
-0.0,0.0,0.0001603
-0.0,0.0,0.0003459
-0.0,0.0,0.00216652
-0.0,0.0,0.00767512
-0.0,0.0,0.02331739
1.837e-5,0.0,0.11714595
0.00215545,0.0,0.17774469
0.05739601,0.0,0.28926197
0.16517706,0.0,0.40458118
0.23875656,0.0,0.52710615
0.29097895,0.00094042,0.63389636
0.32869774,0.04106956,0.70453497
0.34476275,0.12387646,0.71875777
0.32998833,0.1545679,0.71299302
0.33231021,0.1295558,0.70830957
0.30652632,0.06234837,0.66508749
0.25342858,0.00333869,0.5837577
0.1653248,3.0e-7,0.46441227
0.09645385,0.0,0.34837421
0.00724261,0.0,0.24243292
-0.0,0.0,0.14466308
-0.0,0.0,0.08126496
-0.0,0.0,0.00642078
-0.0,0.0,0.00063962
-0.0,0.0,0.00021207
0.0,0.0,0.00040577
0.0,0.0,0.00193782
0.0,0.0,0.00901382
0.0,0.0,0.03109815
4.07e-6,0.0,0.10833373
0.00047839,0.0,0.17495989
0.04511105,0.0,0.28279278
0.09760235,0.0,0.37520226
0.1500395,0.0,0.4761336
0.20417021,0.00110611,0.57000166
0.24554694,0.03975876,0.64082185
0.27509365,0.1201416,0.66714734
0.28499234,0.12865289,0.66585135
0.2657482,0.09966603,0.59485156
0.20035316,0.04323577,0.52144336
0.11380628,0.00253241,0.44069053
0.06130211,6.8e-7,0.36078653
0.0326499,0.0,0.2907238
0.00112566,0.0,0.20350436
0.0,0.0,0.14150704
0.0,0.0,0.0814509
0.0,0.0,0.0053789
0.0,0.0,0.00029789
0.0,0.0,6.967e-5
