x1,x2
0.0,0.0
0.00012375,0.0
0.0131796,0.0
0.10398915,0.0
0.16993458,0.0
0.2838366,0.0
0.41213279,0.0
0.5457426,0.0
0.65842096,0.00080083
0.73920061,0.05514408
0.78772411,0.18990339
0.79911549,0.24303354
0.77317132,0.19028417
0.70848713,0.05706716
0.61309552,0.00076338
0.49721443,0.0
0.37064068,0.0
0.23951543,0.0
0.15786095,0.0
0.07612872,0.0
0.00171446,0.0
7.7e-7,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00017074,0.0
0.01475231,0.0
0.11829406,0.0
0.18176761,0.0
0.29430994,0.0
0.42436882,0.0
0.53921807,0.0
0.63736309,0.00080409
0.72584096,0.03082622
0.77417366,0.10662602
0.77537452,0.16945156
0.72158551,0.13930099
0.58559096,0.05408414
0.44194053,0.00099826
0.31646366,0.0
0.20839603,0.0
0.1239878,0.0
0.06703767,0.0
0.02730998,0.0
0.0015001,0.0
1.45e-6,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00018688,0.0
0.00975219,0.0
0.06225372,0.0
0.12124411,0.0
0.20131549,0.0
0.31306557,0.0
0.46369003,0.0
0.58317808,0.00097059
0.69829809,0.03990117
0.73705164,0.09123481
0.75988542,0.09421129
0.74896083,0.06125505
0.68369204,0.02514823
0.58119675,0.00082122
0.46710047,0.0
0.34880073,0.0
0.23379999,0.0
0.15753361,0.0
0.08516918,0.0
0.00266709,0.0
3.55e-6,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00029721,0.0
0.01856104,0.0
0.11530289,0.0
0.16927572,0.0
0.28077682,0.0
0.41400295,0.0
0.503827,0.0
0.61321274,0.00052127
0.63138438,0.00899077
0.62892936,0.02287335
0.65859433,0.02954437
0.65949806,0.02029939
0.59410312,0.0106736
0.49277392,0.00052479
0.39324773,0.0
0.31206962,0.0
0.20088034,0.0
0.12794201,0.0
0.07959239,0.0
0.00308114,0.0
5.87e-6,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0003466,0.0
0.0198276,0.0
0.12101729,0.0
0.1822265,0.0
0.29225447,0.0
0.42588575,0.0
0.5489565,0.0
0.65671052,0.00084066
0.73706063,0.01948494
0.7862172,0.03663087
0.79781238,0.04596908
0.77199153,0.03201026
0.71092927,0.01411499
0.61813486,0.00084033
0.5017445,0.0
0.36786674,0.0
0.2360826,0.0
0.15357058,0.0
0.07427526,0.0
0.00274468,0.0
1.047e-5,0.0
0.0,0.0
0.0,0.0
1.0e-8,0.0
0.0004634,0.0
0.02171213,0.0
0.10757299,0.0
0.16633866,0.0
0.26540103,0.0
0.37424189,0.0
0.46836578,0.0
0.56872229,0.00077651
0.65031307,0.01487791
0.70225351,0.04133424
0.7264801,0.03666848
0.70820056,0.04713516
0.65362879,0.02708714
0.57056832,0.00097231
0.46601252,0.0
0.31459742,0.0
0.17899961,0.0
0.09956755,0.0
0.05398822,0.0
0.00388142,0.0
1.672e-5,0.0
0.0,0.0
0.0,0.0
8.0e-8,0.0
0.00043558,0.0
0.01382155,0.0
0.07282303,0.0
0.1306206,0.0
0.2398358,0.0
0.37083063,0.0
0.51034181,0.0
0.61993204,0.00114822
0.71617167,0.02277787
0.76493889,0.05684907
0.78646901,0.06328477
0.76884813,0.04819693
0.71159437,0.02345707
0.62350272,0.00119089
0.50866981,0.0
0.37938592,0.0
0.24841112,0.0
0.16579838,0.0
0.09699687,0.0
0.00488066,0.0
1.663e-5,0.0
0.0,0.0
0.0,0.0
