x1,x2
0.66574105,0.78706588
0.63779034,0.84386724
0.60375286,0.8883111
0.57372695,0.90561147
0.52427898,0.91291179
0.46011939,0.92586578
0.4379089,0.93620405
0.44917533,0.93699241
0.45565426,0.92591839
0.47942399,0.91259166
0.43236282,0.87590655
0.48742385,0.85626115
0.51817864,0.83544218
0.53300516,0.81423396
0.52962467,0.81197211
0.50196124,0.7823871
0.45679101,0.75252319
0.43565469,0.75389597
0.4368553,0.73699339
0.4260899,0.72550319
0.39859498,0.72364889
0.35087706,0.71596749
0.33331021,0.70620647
0.27282845,0.67645872
0.24653181,0.65914029
0.24328674,0.64455575
0.24523798,0.57675048
0.26564281,0.56228717
0.28265186,0.53911533
0.25637767,0.5360383
0.23520642,0.50604418
0.22973687,0.48559026
0.23037424,0.47678022
0.23081386,0.47311187
0.24348402,0.42725742
0.24917811,0.42994591
0.26671556,0.41660418
0.28521967,0.40079764
0.29299623,0.35531731
0.29497675,0.30375893
0.28752815,0.24999283
0.28762881,0.19867217
0.29411154,0.16598213
0.29599455,0.14559571
0.30092111,0.13964797
0.31230152,0.14130406
0.39234722,0.14856522
0.43747254,0.1645474
0.46804806,0.16828772
0.48386352,0.16140764
0.48514593,0.15129866
0.48192194,0.13991624
0.46973682,0.13166036
0.45372395,0.11731929
0.43861757,0.09815933
0.44957397,0.08322494
0.47129788,0.07556233
0.50572311,0.07306898
0.50455225,0.08332966
0.53480553,0.07562354
0.55659072,0.07086952
0.56412162,0.06932988
0.55589456,0.06967417
0.5232404,0.06766256
0.47940774,0.06821161
0.44310945,0.06769503
0.43930823,0.06420848
0.44775894,0.05623622
0.46203336,0.05109713
0.44686117,0.04701915
0.43211418,0.05166826
0.37665359,0.05444584
0.34011873,0.05752834
0.31168934,0.06122651
0.28137206,0.06517685
0.24458907,0.06567984
0.19539556,0.06980662
0.17573203,0.07623235
0.16714085,0.0840623
0.16632738,0.09314847
0.1698359,0.09979937
0.18973934,0.10609609
0.2023112,0.15649782
0.22281666,0.1473471
0.22972421,0.14264044
0.23127645,0.14394423
0.22781194,0.15039048
0.22422461,0.16220282
0.21934674,0.18127565
0.2006152,0.21264012
0.19291584,0.2422577
0.18978591,0.26935372
0.18530883,0.28798704
0.18602126,0.30423625
0.23045599,0.31701045
0.23822059,0.33296145
0.25215243,0.35221387
0.28078763,0.36056988
0.30936871,0.37163982
0.326098,0.38553919
0.31647671,0.39480132
0.29498326,0.39339838
0.309237,0.39837632
0.33339955,0.40842619
0.36336632,0.42323922
0.39493366,0.43529628
0.41527274,0.43351795
0.43571327,0.45163585
0.452232,0.45374899
0.4691968,0.46182394
0.47553163,0.4644386
0.47172279,0.45746061
0.45145471,0.45310391
0.46667169,0.44406939
0.51030389,0.43233857
0.54426139,0.42763177
0.55387035,0.4185809
0.53753695,0.40852776
0.51751524,0.36265736
0.47995252,0.35905217
0.44631504,0.34814958
0.40081117,0.33454732
0.34457364,0.32755046
0.27899553,0.33517019
0.21633035,0.33371069
0.18932299,0.31491516
0.202152,0.30900257
0.22735817,0.30221897
0.24250192,0.2936683
0.24831479,0.29003151
0.23411889,0.28541161
0.23599546,0.28562761
0.23042775,0.2936199
0.22210946,0.29804842
0.22185731,0.3107543
0.21576099,0.30540576
0.21581336,0.32175993
0.23538596,0.33315166
0.28843232,0.3542948
0.34757683,0.3720181
0.40885529,0.37753018
0.47052264,0.3813688
0.57321087,0.34930547
0.5691567,0.35834836
0.56909759,0.37386651
0.55129732,0.39817332
0.5360643,0.41998105
0.51490925,0.44062556
0.46323911,0.46132427
0.40665896,0.47058702
0.35669706,0.49575656
0.31663843,0.51911722
0.30718156,0.55198099
0.32364636,0.57249174
0.30406434,0.57307019
0.31852392,0.58927414
0.31925498,0.60133917
0.31937208,0.61326173
0.30370173,0.63155024
0.28161619,0.65246128
0.25973256,0.67622791
0.24770701,0.69504339
0.2464589,0.71485782
0.2657332,0.73038495
0.27918261,0.74592879
0.27273732,0.76379991
0.30692557,0.7310712
0.27853012,0.75359892
