x1,x2,x3
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
8.02e-6,0.0,-0.0
0.03998367,0.0,-0.0
0.1756398,0.0,0.00036306
0.29722907,0.0,0.04391443
0.42823717,0.0,0.16223523
0.50540251,0.00022867,0.31166898
0.56108691,0.06715244,0.46733065
0.59070337,0.23780634,0.5965444
0.6276889,0.32005281,0.6409721
0.60766072,0.33865702,0.61421579
0.60594394,0.30950036,0.50599436
0.53106348,0.21954549,0.37446049
0.48135941,0.04367923,0.20407446
0.3742222,2.795e-5,0.11071782
0.23846009,0.0,0.05463181
0.15226509,0.0,0.01074658
0.08389309,0.0,0.00115663
0.00829643,0.0,5.0e-8
0.00270116,0.0,-0.0
2.97e-5,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
1.403e-5,0.0,-0.0
0.036171,0.0,-0.0
0.15502778,0.0,0.00019074
0.27998207,0.0,0.0066345
0.45083216,0.0,0.01341493
0.60038156,0.00030577,0.02087463
0.74663739,0.12873425,0.03226938
0.8158966,0.35186556,0.03779278
0.86922404,0.45591293,0.0412146
0.82697591,0.47014021,0.04133552
0.70336641,0.39259783,0.03734484
0.64108272,0.2507594,0.11642307
0.59300714,0.03990133,0.20324811
0.47654684,3.527e-5,0.12185932
0.31508848,0.0,0.10019717
0.21524054,0.0,0.01740814
0.13180351,0.0,0.00062044
0.00592685,0.0,-0.0
0.00030378,0.0,-0.0
1.877e-5,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
2.743e-5,0.0,-0.0
0.0510096,0.0,-0.0
0.18645692,0.0,0.00016908
0.32624379,0.0,0.01527698
0.47754387,0.0,0.02774059
0.63587428,7.931e-5,0.05623788
0.76795988,0.00495407,0.12239031
0.87454774,0.01137105,0.20326004
0.93245291,0.02129816,0.32914368
0.91641369,0.03178017,0.43055047
0.81897178,0.03074671,0.44504998
0.66508873,0.02807133,0.43667338
0.59450163,0.00903491,0.3630374
0.49685515,4.363e-5,0.26623251
0.38614406,0.0,0.13815901
0.24323319,0.0,0.01527046
0.14350782,0.0,0.00071899
0.00808067,0.0,-0.0
0.00069,0.0,-0.0
2.135e-5,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
4.321e-5,0.0,-0.0
0.05640601,0.0,-0.0
0.18787347,0.0,0.00023233
0.32809412,0.0,0.10023853
0.49648828,0.0,0.22618949
0.65891415,0.00013791,0.30661822
0.79753418,0.00800404,0.42053828
0.89873111,0.0196398,0.4824054
0.95792089,0.02693563,0.57303889
0.97334784,0.02869031,0.57682228
0.93820246,0.02635166,0.51705927
0.85998456,0.01464526,0.46497065
0.74548945,0.00575639,0.33830906
0.59728556,5.538e-5,0.25772702
0.43274319,0.0,0.14188366
0.26479142,0.0,0.01364794
0.15557379,0.0,0.00064586
0.00929861,0.0,-0.0
0.00077361,0.0,-0.0
1.702e-5,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
6.59e-5,0.0,-0.0
0.06125187,0.0,-0.0
0.19068677,0.0,0.00014086
0.3275178,0.0,0.06277204
0.48636579,0.0,0.14756861
0.62993501,0.00019861,0.22899264
0.77092523,0.02162911,0.36797057
0.85456573,0.03359832,0.34386165
0.90922015,0.05517495,0.30765235
0.92563612,0.13102062,0.30788047
0.86581268,0.10469267,0.25704129
0.81848777,0.09420254,0.14904164
0.70061081,0.0330323,0.11750906
0.55029263,0.00010781,0.068475
0.38611561,0.0,0.03812494
0.23807087,0.0,0.00653095
0.12456499,0.0,0.00033206
0.01160369,0.0,-0.0
0.00359201,0.0,-0.0
6.941e-5,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
9.293e-5,0.0,-0.0
0.0525753,0.0,-0.0
0.16328486,0.0,7.56e-5
0.3035104,0.0,0.05871041
0.47898264,0.0,0.20116465
0.63572698,0.00018207,0.36542072
0.76010781,0.01107735,0.48120084
0.85317307,0.0245205,0.62428959
0.92473726,0.03533521,0.64374978
0.90900464,0.06342782,0.67183402
0.8585412,0.04638736,0.56790326
0.80583237,0.03651167,0.42549006
0.64760981,0.01442499,0.28602394
0.52286647,0.00015318,0.14014684
0.38165047,0.0,0.08737844
0.24331926,0.0,0.00813308
0.11574107,0.0,0.0002717
0.01064125,0.0,-0.0
0.00150222,0.0,-0.0
5.353e-5,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.00011227,0.0,0.0
0.04768971,0.0,0.0
0.13673385,0.0,5.838e-5
0.21683494,0.0,0.07199068
0.20623646,0.0,0.14823474
0.34027484,0.00030028,0.16285136
0.50893609,0.02420464,0.21292003
0.55839448,0.05829903,0.23064541
0.56203382,0.15417024,0.31776145
0.59831282,0.13717038,0.30382381
0.5164366,0.1710286,0.32464821
0.45676915,0.14054704,0.24790518
0.36922872,0.06871384,0.15541904
0.3594569,0.00034367,0.09233552
0.28138973,0.0,0.05958614
0.1606455,0.0,0.00751999
0.08021564,0.0,0.00028361
0.01242038,0.0,0.0
0.00368661,0.0,0.0
8.21e-5,0.0,0.0
0.0,0.0,0.0
