x1,x2
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.08e-6
0.0,0.00582491
0.0,0.12515707
0.0,0.279348
0.00045059,0.4391007
0.1059536,0.59268717
0.26114527,0.69583338
0.35169153,0.77152508
0.41141233,0.78783808
0.39886815,0.77471356
0.33007674,0.6462205
0.19581549,0.53824363
0.01899648,0.39398244
4.8e-7,0.27466497
0.0,0.14273916
0.0,0.03490836
0.0,2.373e-5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,3.53e-6
0.0,0.0125623
0.0,0.13214293
0.0,0.28144887
0.00060276,0.45097691
0.10171438,0.58273064
0.26748103,0.66836496
0.38500413,0.7320737
0.44012745,0.72961403
0.45005294,0.70011192
0.35235669,0.63909595
0.22025188,0.5956559
0.02005982,0.46635415
1.25e-6,0.34153971
0.0,0.19311887
0.0,0.03546862
0.0,1.549e-5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.3e-6
0.0,0.02002459
0.0,0.1907585
0.0,0.38343042
0.00057311,0.56034592
0.06418271,0.7332799
0.15884512,0.84916569
0.23171519,0.86555603
0.25366881,0.79546673
0.23366351,0.71813554
0.18569596,0.614089
0.09667784,0.54199501
0.00522094,0.44332593
5.1e-7,0.32240145
0.0,0.1894018
0.0,0.03274154
0.0,7.99e-6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.1e-7
0.0,0.01592914
0.0,0.18648394
0.0,0.38118812
0.00028777,0.57372773
0.0252195,0.73900263
0.07455861,0.89186117
0.09635979,0.99839923
0.11236724,1.0373635
0.10025489,0.99749035
0.069046,0.89217629
0.02971096,0.758427
0.00308632,0.60348899
1.4e-6,0.41647784
0.0,0.21543661
0.0,0.02911751
0.0,2.74e-6
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.6e-7
0.0,0.01283339
0.0,0.15472708
0.0,0.31944056
0.00029471,0.48169742
0.02450451,0.5926878
0.08531666,0.72165355
0.12448728,0.80398345
0.15279559,0.7712543
0.15756272,0.72730251
0.11970928,0.61387472
0.06566428,0.50440169
0.0076097,0.36310681
3.25e-6,0.213672
0.0,0.09890137
0.0,0.01144294
0.0,8.1e-7
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,3.0e-8
0.0,0.00406949
0.0,0.04582388
0.0,0.10018681
0.0005775,0.12768623
0.07572804,0.18636062
0.20423453,0.23083876
0.26938346,0.26288806
0.30583276,0.26134061
0.26590474,0.25415065
0.21297959,0.22856863
0.12754647,0.21286234
0.0176798,0.17872343
1.018e-5,0.14582584
0.0,0.08178494
0.0,0.01035655
0.0,1.5e-7
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0e-8
0.0,0.00312691
0.0,0.05886951
0.0,0.14353977
0.00093879,0.10579721
0.11373148,0.16537702
0.26673557,0.22907864
0.33920603,0.24822686
0.37953335,0.25716472
0.401635,0.21704068
0.34575356,0.19103311
0.2421258,0.156344
0.05720134,0.13854998
2.496e-5,0.10615738
0.0,0.06428074
0.0,0.0120794
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
