x1,x2,x3,x4
0.53317104,0.35038201,0.35752341,0.27904554
0.54314723,0.34822707,0.34835904,0.27567894
0.55018936,0.34475482,0.34049423,0.28112815
0.55747798,0.34447882,0.33180412,0.29010028
0.56228842,0.34589538,0.31889974,0.30013218
0.56680896,0.35120365,0.29649707,0.32252114
0.56812422,0.35528583,0.27905639,0.3498169
0.5663306,0.35184257,0.26892702,0.36896719
0.55691903,0.34627463,0.27035896,0.39199329
0.54816182,0.33832383,0.27791644,0.42289367
0.512112,0.31098393,0.25512825,0.44838307
0.50709218,0.31276787,0.27460808,0.46921411
0.50659214,0.31708886,0.29312413,0.48288086
0.50969862,0.32413482,0.30518471,0.49302526
0.51800216,0.33453015,0.31026438,0.50058724
0.53123906,0.3509154,0.31366305,0.4971984
0.5460986,0.38402136,0.31153355,0.4959516
0.55282755,0.41840128,0.31352327,0.49935728
0.55367244,0.4361891,0.32031658,0.5073473
0.54773609,0.43686718,0.3309025,0.51419527
0.53691389,0.42662072,0.33542919,0.52087476
0.52598394,0.41219195,0.33590391,0.51988333
0.50950648,0.39633681,0.33436072,0.53102443
0.50427875,0.38020091,0.327968,0.50342453
0.50158971,0.37059221,0.32338504,0.47757212
0.50256221,0.36367178,0.31949199,0.45871017
0.50632487,0.3580799,0.31560458,0.45070267
0.51113492,0.35710189,0.31229592,0.45395274
0.51366776,0.36070021,0.30967312,0.45979631
0.51315097,0.36636177,0.29903708,0.46549389
0.51329865,0.36969323,0.28739166,0.46145008
0.51572388,0.36052794,0.28712791,0.46281563
0.51049519,0.34872335,0.29578855,0.47151634
0.49950373,0.34754998,0.31043162,0.48643375
0.47549965,0.33499513,0.29359443,0.47191499
0.46961513,0.33777926,0.30896297,0.4892668
0.46662343,0.34914916,0.32377675,0.50978667
0.47199596,0.36723667,0.3363443,0.538375
0.48204003,0.38783771,0.34358255,0.55229476
0.49501125,0.41094375,0.34692986,0.55332132
0.50688489,0.43518537,0.34688054,0.56473376
0.51405095,0.45335433,0.34931004,0.59045926
0.51550233,0.45465503,0.3581721,0.61489966
0.51452734,0.44030614,0.36574306,0.63290882
0.51019759,0.42493119,0.36844724,0.64386569
0.50250309,0.41005457,0.36720262,0.65242187
0.48628021,0.39524129,0.37477788,0.67049517
0.48290848,0.38350531,0.36341739,0.66751954
0.47792915,0.37107687,0.35351171,0.66050483
0.47594229,0.36550533,0.34437281,0.65468594
0.47291682,0.36287962,0.33532257,0.64941109
0.47046416,0.36297097,0.32845581,0.64531106
0.46921564,0.36121346,0.31585562,0.63880696
0.46949532,0.35650154,0.2994439,0.63483654
0.47066894,0.34856807,0.28163464,0.62420916
0.47081115,0.34135253,0.27205328,0.59564212
0.46406391,0.33308618,0.26999451,0.58361687
0.45540264,0.3286697,0.27931218,0.57853156
0.43491065,0.30408632,0.25752754,0.5303602
0.43657997,0.31105104,0.27314957,0.51572945
0.43840576,0.3271644,0.28897475,0.50997018
0.44119926,0.35058383,0.30493253,0.50898027
0.44769862,0.37215536,0.31822732,0.49763034
0.45928896,0.39205959,0.32642029,0.48924909
0.46868536,0.41384995,0.33369907,0.50367645
0.47055326,0.44019819,0.34461934,0.5288042
0.46617706,0.45310018,0.36078719,0.54313681
0.45704865,0.45381563,0.37516751,0.54451166
0.44766384,0.44665847,0.3802106,0.54848269
0.4384489,0.4347248,0.37923434,0.54550721
0.41885826,0.41818081,0.39304136,0.55515646
0.41199014,0.40953184,0.37838348,0.54501801
0.40982347,0.4039892,0.36358705,0.53112693
0.41244406,0.40451611,0.35209918,0.51905514
0.41732141,0.41122429,0.34342984,0.51399646
0.42294158,0.42108474,0.33826531,0.51669323
0.42832206,0.43298535,0.33135404,0.52248296
0.43226092,0.44249505,0.31972462,0.5278115
0.43335465,0.44573379,0.30083646,0.52879315
0.42852719,0.44721468,0.29500994,0.52014077
0.42089526,0.44043369,0.29980055,0.51191316
0.41156091,0.4322419,0.31362276,0.51096453
0.38814619,0.38532869,0.28785144,0.47788418
0.38478453,0.39928221,0.30824931,0.48494417
0.38352097,0.41288876,0.32279474,0.48795077
0.38927871,0.42597407,0.33506878,0.48612815
0.40158712,0.43190363,0.34227204,0.48524563
0.41562838,0.43730184,0.34359786,0.48109345
0.42988951,0.44452528,0.34441186,0.48316583
0.43897143,0.45735401,0.35399781,0.47742991
0.44221261,0.46685027,0.37506752,0.47911479
0.43944254,0.46821266,0.39693505,0.50296746
0.43580096,0.4610618,0.41419181,0.52632481
0.43366049,0.45147884,0.42213664,0.53925182
0.42256448,0.44778318,0.43142643,0.54879754
0.42069187,0.43532695,0.42180776,0.53024347
0.41688556,0.42610747,0.40929181,0.50654329
0.41497927,0.4211252,0.39923231,0.48912539
0.41266301,0.41530119,0.3946304,0.49269108
0.41214134,0.41305389,0.39651451,0.50661097
0.4096041,0.41394047,0.39960918,0.52644351
0.40854354,0.41887153,0.38831266,0.54513262
0.40754657,0.41897836,0.37081852,0.5546516
0.40567946,0.41046907,0.36305658,0.5438016
0.3969072,0.39515359,0.36633581,0.52165914
0.38365556,0.38625849,0.3748634,0.51325467
