time,year,FIN,SWE,NOR,DEN,BAL
06.08.2018 06:00 - 06.08.2018 07:00,2018,8488,11156,11107,3209,2984
06.08.2018 07:00 - 06.08.2018 08:00,2018,8744,12584,11729,3749,3389
06.08.2018 08:00 - 06.08.2018 09:00,2018,8903,13323,12337,4055,3605
06.08.2018 09:00 - 06.08.2018 10:00,2018,8960,13495,12584,4210,3678
06.08.2018 10:00 - 06.08.2018 11:00,2018,8980,13806,12658,4389,3680
06.08.2018 11:00 - 06.08.2018 12:00,2018,9035,14225,12632,4463,3648
06.08.2018 12:00 - 06.08.2018 13:00,2018,8945,14316,12808,4445,3705
06.08.2018 13:00 - 06.08.2018 14:00,2018,8968,14175,12765,4525,3664
06.08.2018 14:00 - 06.08.2018 15:00,2018,8830,14125,12749,4475,3607
06.08.2018 15:00 - 06.08.2018 16:00,2018,8773,14010,12954,4348,3529
06.08.2018 16:00 - 06.08.2018 17:00,2018,8711,13646,12725,4232,3433
06.08.2018 17:00 - 06.08.2018 18:00,2018,8680,13746,12536,4364,3363
06.08.2018 18:00 - 06.08.2018 19:00,2018,8778,13479,12462,4267,3285
06.08.2018 19:00 - 06.08.2018 20:00,2018,8739,13014,12368,4029,3194
06.08.2018 20:00 - 06.08.2018 21:00,2018,8348,12759,12224,3813,3152
06.08.2018 21:00 - 06.08.2018 22:00,2018,8564,12562,12159,3670,3051
06.08.2018 22:00 - 06.08.2018 23:00,2018,8312,12043,11977,3521,2779
06.08.2018 23:00 - 07.08.2018 00:00,2018,7835,11211,11299,3243,2494
07.08.2018 00:00 - 07.08.2018 01:00,2018,7473,10641,10721,3025,2300
07.08.2018 01:00 - 07.08.2018 02:00,2018,7251,10350,10388,2897,2236
07.08.2018 02:00 - 07.08.2018 03:00,2018,7253,10188,10215,2845,2192
07.08.2018 03:00 - 07.08.2018 04:00,2018,7298,10065,10084,2836,2182
07.08.2018 04:00 - 07.08.2018 05:00,2018,7348,9982,10106,2870,2247
07.08.2018 05:00 - 07.08.2018 06:00,2018,7901,10084,10340,2991,2572
07.08.2018 06:00 - 07.08.2018 07:00,2018,8448,11254,11070,3416,3003
07.08.2018 07:00 - 07.08.2018 08:00,2018,8695,12499,11961,3955,3376
07.08.2018 08:00 - 07.08.2018 09:00,2018,8845,13472,12457,4303,3568
07.08.2018 09:00 - 07.08.2018 10:00,2018,8895,13758,12598,4446,3639
07.08.2018 10:00 - 07.08.2018 11:00,2018,8963,13861,12803,4555,3647
07.08.2018 11:00 - 07.08.2018 12:00,2018,8972,13918,12823,4548,3636
07.08.2018 12:00 - 07.08.2018 13:00,2018,8953,13998,12857,4514,3679
07.08.2018 13:00 - 07.08.2018 14:00,2018,8872,13817,12905,4512,3641
07.08.2018 14:00 - 07.08.2018 15:00,2018,8830,13681,12837,4451,3614
07.08.2018 15:00 - 07.08.2018 16:00,2018,8754,13705,12768,4309,3525
07.08.2018 16:00 - 07.08.2018 17:00,2018,8748,13544,12660,4190,3433
07.08.2018 17:00 - 07.08.2018 18:00,2018,8741,13656,12501,4279,3348
07.08.2018 18:00 - 07.08.2018 19:00,2018,8737,13331,12372,4227,3277
07.08.2018 19:00 - 07.08.2018 20:00,2018,8744,13164,12356,4045,3248
07.08.2018 20:00 - 07.08.2018 21:00,2018,8460,12927,12273,3826,3196
07.08.2018 21:00 - 07.08.2018 22:00,2018,8688,12644,12154,3734,3059
07.08.2018 22:00 - 07.08.2018 23:00,2018,8433,12050,11954,3602,2788
07.08.2018 23:00 - 08.08.2018 00:00,2018,7920,10962,11263,3293,2535
08.08.2018 00:00 - 08.08.2018 01:00,2018,7584,10471,10763,3038,2330
08.08.2018 01:00 - 08.08.2018 02:00,2018,7444,10275,10530,2924,2256
08.08.2018 02:00 - 08.08.2018 03:00,2018,7381,10045,10297,2862,2217
08.08.2018 03:00 - 08.08.2018 04:00,2018,7311,10005,10347,2873,2202
08.08.2018 04:00 - 08.08.2018 05:00,2018,7405,10068,10406,2927,2236
08.08.2018 05:00 - 08.08.2018 06:00,2018,8059,10309,10408,3045,2553
08.08.2018 06:00 - 08.08.2018 07:00,2018,8618,11282,11100,3489,2967
08.08.2018 07:00 - 08.08.2018 08:00,2018,8923,13017,12076,4048,3356
08.08.2018 08:00 - 08.08.2018 09:00,2018,9034,14258,12786,4291,3559
08.08.2018 09:00 - 08.08.2018 10:00,2018,9107,14364,12888,4310,3635
08.08.2018 10:00 - 08.08.2018 11:00,2018,9133,14448,12742,4402,3632
08.08.2018 11:00 - 08.08.2018 12:00,2018,9217,14153,12872,4558,3591
08.08.2018 12:00 - 08.08.2018 13:00,2018,9189,14115,12867,4554,3654
08.08.2018 13:00 - 08.08.2018 14:00,2018,9090,14344,13038,4607,3638
08.08.2018 14:00 - 08.08.2018 15:00,2018,9051,14564,13037,4508,3594
08.08.2018 15:00 - 08.08.2018 16:00,2018,9006,14722,12921,4389,3531
08.08.2018 16:00 - 08.08.2018 17:00,2018,9019,14440,12710,4394,3427
08.08.2018 17:00 - 08.08.2018 18:00,2018,8961,14638,12701,4574,3346
08.08.2018 18:00 - 08.08.2018 19:00,2018,8921,14271,12717,4438,3253
08.08.2018 19:00 - 08.08.2018 20:00,2018,8908,13655,12554,4207,3210
08.08.2018 20:00 - 08.08.2018 21:00,2018,8606,13282,12181,3955,3149
08.08.2018 21:00 - 08.08.2018 22:00,2018,8747,13181,12194,3804,3029
08.08.2018 22:00 - 08.08.2018 23:00,2018,8437,12363,11885,3578,2729
08.08.2018 23:00 - 09.08.2018 00:00,2018,7897,11606,11133,3254,2498
09.08.2018 00:00 - 09.08.2018 01:00,2018,7630,10913,10657,3025,2340
09.08.2018 01:00 - 09.08.2018 02:00,2018,7439,10680,10332,2872,2279
09.08.2018 02:00 - 09.08.2018 03:00,2018,7386,10532,10082,2789,2256
09.08.2018 03:00 - 09.08.2018 04:00,2018,7476,10603,10037,2782,2247
09.08.2018 04:00 - 09.08.2018 05:00,2018,7493,10632,10129,2841,2271
09.08.2018 05:00 - 09.08.2018 06:00,2018,8144,10511,10161,2973,2586
09.08.2018 06:00 - 09.08.2018 07:00,2018,8719,11540,11055,3399,3014
09.08.2018 07:00 - 09.08.2018 08:00,2018,9131,12940,11843,3924,3427
09.08.2018 08:00 - 09.08.2018 09:00,2018,9321,13914,12469,4229,3625
09.08.2018 09:00 - 09.08.2018 10:00,2018,9377,14387,12587,4350,3679
09.08.2018 10:00 - 09.08.2018 11:00,2018,9503,14537,12605,4498,3700
09.08.2018 11:00 - 09.08.2018 12:00,2018,9426,14576,12586,4527,3656
09.08.2018 12:00 - 09.08.2018 13:00,2018,9438,14566,12641,4462,3727
09.08.2018 13:00 - 09.08.2018 14:00,2018,9453,14574,12736,4475,3699
09.08.2018 14:00 - 09.08.2018 15:00,2018,9387,14509,12818,4398,3645
09.08.2018 15:00 - 09.08.2018 16:00,2018,9305,14331,12758,4258,3571
09.08.2018 16:00 - 09.08.2018 17:00,2018,9203,13913,12524,4210,3458
09.08.2018 17:00 - 09.08.2018 18:00,2018,9029,13818,12611,4327,3390
09.08.2018 18:00 - 09.08.2018 19:00,2018,9013,13512,12516,4189,3302
09.08.2018 19:00 - 09.08.2018 20:00,2018,9083,13243,12401,4031,3244
09.08.2018 20:00 - 09.08.2018 21:00,2018,8792,12828,12082,3925,3176
09.08.2018 21:00 - 09.08.2018 22:00,2018,8923,12629,12049,3806,3071
09.08.2018 22:00 - 09.08.2018 23:00,2018,8676,11980,12003,3493,2771
09.08.2018 23:00 - 10.08.2018 00:00,2018,8122,10897,11275,3284,2512
10.08.2018 00:00 - 10.08.2018 01:00,2018,7856,10428,10824,3141,2377
10.08.2018 01:00 - 10.08.2018 02:00,2018,7690,10436,10606,3016,2306
10.08.2018 02:00 - 10.08.2018 03:00,2018,7626,10452,10419,2988,2275
10.08.2018 03:00 - 10.08.2018 04:00,2018,7666,10399,10337,2939,2272
10.08.2018 04:00 - 10.08.2018 05:00,2018,7778,10380,10458,2970,2303
10.08.2018 05:00 - 10.08.2018 06:00,2018,8452,10521,10548,3115,2633
10.08.2018 06:00 - 10.08.2018 07:00,2018,9046,11496,11138,3549,3058
10.08.2018 07:00 - 10.08.2018 08:00,2018,9377,12831,12228,3924,3479
10.08.2018 08:00 - 10.08.2018 09:00,2018,9574,13630,12548,4225,3688
10.08.2018 09:00 - 10.08.2018 10:00,2018,9500,13856,12742,4435,3760
10.08.2018 10:00 - 10.08.2018 11:00,2018,9524,14320,12989,4498,3766
10.08.2018 11:00 - 10.08.2018 12:00,2018,9549,14549,12963,4453,3730
10.08.2018 12:00 - 10.08.2018 13:00,2018,9493,14566,12918,4361,3787
10.08.2018 13:00 - 10.08.2018 14:00,2018,9443,14199,12893,4242,3752
10.08.2018 14:00 - 10.08.2018 15:00,2018,9478,13872,12724,4061,3675
10.08.2018 15:00 - 10.08.2018 16:00,2018,9410,13661,12503,3900,3573
10.08.2018 16:00 - 10.08.2018 17:00,2018,9224,13523,12381,3831,3467
10.08.2018 17:00 - 10.08.2018 18:00,2018,9090,13227,12083,3923,3382
10.08.2018 18:00 - 10.08.2018 19:00,2018,9041,12958,11973,3903,3286
10.08.2018 19:00 - 10.08.2018 20:00,2018,8963,12506,12083,3602,3207
10.08.2018 20:00 - 10.08.2018 21:00,2018,8739,12087,11904,3318,3177
10.08.2018 21:00 - 10.08.2018 22:00,2018,8894,12029,11674,3259,3098
10.08.2018 22:00 - 10.08.2018 23:00,2018,8454,11861,11510,3157,2797
10.08.2018 23:00 - 11.08.2018 00:00,2018,7887,11137,11118,2901,2534
11.08.2018 00:00 - 11.08.2018 01:00,2018,7507,10376,10574,2689,2379
11.08.2018 01:00 - 11.08.2018 02:00,2018,7359,10107,10324,2571,2291
11.08.2018 02:00 - 11.08.2018 03:00,2018,7311,9893,10129,2484,2249
11.08.2018 03:00 - 11.08.2018 04:00,2018,7261,9804,10053,2463,2214
11.08.2018 04:00 - 11.08.2018 05:00,2018,7121,9730,10073,2447,2184
11.08.2018 05:00 - 11.08.2018 06:00,2018,7305,9492,10038,2428,2291
11.08.2018 06:00 - 11.08.2018 07:00,2018,7604,9769,10156,2523,2516
11.08.2018 07:00 - 11.08.2018 08:00,2018,7875,10370,10432,2820,2821
11.08.2018 08:00 - 11.08.2018 09:00,2018,8189,11032,10962,3104,3036
11.08.2018 09:00 - 11.08.2018 10:00,2018,8322,11771,11402,3307,3145
11.08.2018 10:00 - 11.08.2018 11:00,2018,8342,12041,11685,3400,3165
11.08.2018 11:00 - 11.08.2018 12:00,2018,8376,12061,11673,3364,3147
11.08.2018 12:00 - 11.08.2018 13:00,2018,8387,12094,11595,3422,3160
11.08.2018 13:00 - 11.08.2018 14:00,2018,8374,12125,11627,3324,3112
11.08.2018 14:00 - 11.08.2018 15:00,2018,8426,11977,11475,3438,3068
11.08.2018 15:00 - 11.08.2018 16:00,2018,8409,11684,11303,3469,3023
11.08.2018 16:00 - 11.08.2018 17:00,2018,8491,11763,11319,3492,2996
11.08.2018 17:00 - 11.08.2018 18:00,2018,8490,12158,11548,3561,2984
11.08.2018 18:00 - 11.08.2018 19:00,2018,8538,12238,11702,3609,2946
11.08.2018 19:00 - 11.08.2018 20:00,2018,8433,12113,11820,3339,2918
11.08.2018 20:00 - 11.08.2018 21:00,2018,8257,11960,11575,3158,2899
11.08.2018 21:00 - 11.08.2018 22:00,2018,8491,11844,11437,3064,2825
11.08.2018 22:00 - 11.08.2018 23:00,2018,8208,11277,11335,2889,2601
11.08.2018 23:00 - 12.08.2018 00:00,2018,7709,10550,10992,2682,2395
12.08.2018 00:00 - 12.08.2018 01:00,2018,7384,10275,10795,2490,2236
12.08.2018 01:00 - 12.08.2018 02:00,2018,7245,10051,10538,2354,2167
12.08.2018 02:00 - 12.08.2018 03:00,2018,7247,9844,10380,2286,2143
12.08.2018 03:00 - 12.08.2018 04:00,2018,7223,9718,10305,2258,2129
12.08.2018 04:00 - 12.08.2018 05:00,2018,7085,9825,10251,2258,2104
12.08.2018 05:00 - 12.08.2018 06:00,2018,7206,9674,10198,2254,2170
12.08.2018 06:00 - 12.08.2018 07:00,2018,7378,9888,10269,2331,2358
12.08.2018 07:00 - 12.08.2018 08:00,2018,7545,10441,10404,2567,2607
12.08.2018 08:00 - 12.08.2018 09:00,2018,7817,11090,10808,2840,2824
12.08.2018 09:00 - 12.08.2018 10:00,2018,8009,11655,11126,3050,2948
12.08.2018 10:00 - 12.08.2018 11:00,2018,8153,12039,11645,3210,2981
12.08.2018 11:00 - 12.08.2018 12:00,2018,8200,12187,11754,3254,2973
12.08.2018 12:00 - 12.08.2018 13:00,2018,8127,12239,11809,3233,2959
12.08.2018 13:00 - 12.08.2018 14:00,2018,8102,12206,11763,3298,2926
12.08.2018 14:00 - 12.08.2018 15:00,2018,8103,12238,11760,3259,2901
12.08.2018 15:00 - 12.08.2018 16:00,2018,8159,12203,11778,3316,2890
12.08.2018 16:00 - 12.08.2018 17:00,2018,8241,12338,11786,3398,2890
12.08.2018 17:00 - 12.08.2018 18:00,2018,8313,12608,11855,3700,2897
12.08.2018 18:00 - 12.08.2018 19:00,2018,8479,12621,11969,3730,2894
12.08.2018 19:00 - 12.08.2018 20:00,2018,8440,12632,12128,3475,2885
12.08.2018 20:00 - 12.08.2018 21:00,2018,8185,12637,12100,3337,2893
12.08.2018 21:00 - 12.08.2018 22:00,2018,8545,12426,12221,3267,2812
12.08.2018 22:00 - 12.08.2018 23:00,2018,8285,11917,12164,3043,2547
12.08.2018 23:00 - 13.08.2018 00:00,2018,7907,11204,11753,2844,2347
13.08.2018 00:00 - 13.08.2018 01:00,2018,7562,10670,11227,2681,2253
13.08.2018 01:00 - 13.08.2018 02:00,2018,7417,10352,10953,2564,2188
13.08.2018 02:00 - 13.08.2018 03:00,2018,7419,10508,10843,2533,2168
13.08.2018 03:00 - 13.08.2018 04:00,2018,7447,10426,10778,2545,2180
13.08.2018 04:00 - 13.08.2018 05:00,2018,7507,10649,10865,2604,2221
13.08.2018 05:00 - 13.08.2018 06:00,2018,8137,10992,11091,2825,2532
13.08.2018 06:00 - 13.08.2018 07:00,2018,8767,12043,11988,3306,2950
13.08.2018 07:00 - 13.08.2018 08:00,2018,9024,13686,12930,3856,3337
13.08.2018 08:00 - 13.08.2018 09:00,2018,9113,14290,13384,4151,3541
13.08.2018 09:00 - 13.08.2018 10:00,2018,9233,14562,13288,4257,3612
13.08.2018 10:00 - 13.08.2018 11:00,2018,9195,14785,13310,4401,3626
13.08.2018 11:00 - 13.08.2018 12:00,2018,9206,15008,13218,4441,3577
13.08.2018 12:00 - 13.08.2018 13:00,2018,9200,14876,13299,4360,3636
13.08.2018 13:00 - 13.08.2018 14:00,2018,9151,14726,13359,4391,3607
13.08.2018 14:00 - 13.08.2018 15:00,2018,9070,14555,13268,4304,3549
13.08.2018 15:00 - 13.08.2018 16:00,2018,9054,14375,13091,4154,3483
13.08.2018 16:00 - 13.08.2018 17:00,2018,9007,14141,13044,4098,3361
13.08.2018 17:00 - 13.08.2018 18:00,2018,9030,14246,12873,4320,3291
13.08.2018 18:00 - 13.08.2018 19:00,2018,9055,13880,12603,4223,3216
13.08.2018 19:00 - 13.08.2018 20:00,2018,9036,13587,12630,4012,3149
13.08.2018 20:00 - 13.08.2018 21:00,2018,8753,13582,12648,3809,3102
13.08.2018 21:00 - 13.08.2018 22:00,2018,8944,13363,12679,3652,3004
13.08.2018 22:00 - 13.08.2018 23:00,2018,8623,12419,12552,3347,2700
13.08.2018 23:00 - 14.08.2018 00:00,2018,8079,11520,11957,3018,2438
14.08.2018 00:00 - 14.08.2018 01:00,2018,7768,11066,11232,2822,2254
14.08.2018 01:00 - 14.08.2018 02:00,2018,7586,10699,10986,2734,2192
14.08.2018 02:00 - 14.08.2018 03:00,2018,7559,10617,10762,2689,2169
14.08.2018 03:00 - 14.08.2018 04:00,2018,7568,10506,10721,2721,2181
14.08.2018 04:00 - 14.08.2018 05:00,2018,7620,10528,10824,2790,2211
14.08.2018 05:00 - 14.08.2018 06:00,2018,8188,10722,11095,2979,2482
14.08.2018 06:00 - 14.08.2018 07:00,2018,8773,11919,11903,3474,2860
14.08.2018 07:00 - 14.08.2018 08:00,2018,9089,13577,12835,3976,3255
14.08.2018 08:00 - 14.08.2018 09:00,2018,9247,14176,13294,4244,3460
14.08.2018 09:00 - 14.08.2018 10:00,2018,9226,14327,13186,4255,3546
14.08.2018 10:00 - 14.08.2018 11:00,2018,9213,14317,13343,4422,3560
14.08.2018 11:00 - 14.08.2018 12:00,2018,9186,14504,13329,4248,3535
14.08.2018 12:00 - 14.08.2018 13:00,2018,9121,14628,13332,4139,3575
14.08.2018 13:00 - 14.08.2018 14:00,2018,9146,14616,13178,4351,3560
14.08.2018 14:00 - 14.08.2018 15:00,2018,9019,14557,13149,4286,3502
14.08.2018 15:00 - 14.08.2018 16:00,2018,9021,14534,13009,4163,3441
14.08.2018 16:00 - 14.08.2018 17:00,2018,8997,14302,13021,4119,3339
14.08.2018 17:00 - 14.08.2018 18:00,2018,8930,14243,12926,4326,3269
14.08.2018 18:00 - 14.08.2018 19:00,2018,9050,13988,12824,4197,3186
14.08.2018 19:00 - 14.08.2018 20:00,2018,9040,13786,12734,3916,3133
14.08.2018 20:00 - 14.08.2018 21:00,2018,8759,13748,12592,3713,3100
14.08.2018 21:00 - 14.08.2018 22:00,2018,8937,13573,12663,3640,2983
14.08.2018 22:00 - 14.08.2018 23:00,2018,8584,12707,12500,3379,2679
14.08.2018 23:00 - 15.08.2018 00:00,2018,8058,11687,11930,3040,2452
15.08.2018 00:00 - 15.08.2018 01:00,2018,7772,10991,11184,2806,2297
15.08.2018 01:00 - 15.08.2018 02:00,2018,7629,10742,10764,2662,2225
15.08.2018 02:00 - 15.08.2018 03:00,2018,7591,10612,10604,2608,2182
15.08.2018 03:00 - 15.08.2018 04:00,2018,7634,10644,10583,2629,2179
15.08.2018 04:00 - 15.08.2018 05:00,2018,7682,10658,10643,2682,2182
15.08.2018 05:00 - 15.08.2018 06:00,2018,8283,11012,10976,2866,2395
15.08.2018 06:00 - 15.08.2018 07:00,2018,8911,12127,11812,3382,2720
15.08.2018 07:00 - 15.08.2018 08:00,2018,9196,13590,12895,3922,3065
15.08.2018 08:00 - 15.08.2018 09:00,2018,9282,14399,13274,4187,3271
15.08.2018 09:00 - 15.08.2018 10:00,2018,9265,14497,13106,4277,3359
15.08.2018 10:00 - 15.08.2018 11:00,2018,9271,14726,13198,4369,3369
15.08.2018 11:00 - 15.08.2018 12:00,2018,9309,14748,13266,4393,3325
15.08.2018 12:00 - 15.08.2018 13:00,2018,9263,14744,13183,4373,3353
15.08.2018 13:00 - 15.08.2018 14:00,2018,9252,14669,13151,4395,3316
15.08.2018 14:00 - 15.08.2018 15:00,2018,9191,14430,13051,4296,3263
15.08.2018 15:00 - 15.08.2018 16:00,2018,9098,14360,13130,4177,3222
15.08.2018 16:00 - 15.08.2018 17:00,2018,9046,13944,13156,4108,3162
15.08.2018 17:00 - 15.08.2018 18:00,2018,9028,14120,12956,4240,3109
15.08.2018 18:00 - 15.08.2018 19:00,2018,9139,14135,12762,4138,3063
15.08.2018 19:00 - 15.08.2018 20:00,2018,9112,13825,12697,3910,3020
15.08.2018 20:00 - 15.08.2018 21:00,2018,8822,13305,12529,3710,3043
15.08.2018 21:00 - 15.08.2018 22:00,2018,8971,13098,12489,3647,2901
15.08.2018 22:00 - 15.08.2018 23:00,2018,8650,12103,12336,3381,2587
15.08.2018 23:00 - 16.08.2018 00:00,2018,8164,11262,11467,3077,2425
16.08.2018 00:00 - 16.08.2018 01:00,2018,7838,10860,10765,2858,2283
16.08.2018 01:00 - 16.08.2018 02:00,2018,7761,10623,10406,2737,2206
16.08.2018 02:00 - 16.08.2018 03:00,2018,7748,10553,10257,2690,2172
16.08.2018 03:00 - 16.08.2018 04:00,2018,7866,10586,10136,2694,2180
16.08.2018 04:00 - 16.08.2018 05:00,2018,7946,10571,10172,2750,2225
16.08.2018 05:00 - 16.08.2018 06:00,2018,8598,10771,10321,2964,2536
16.08.2018 06:00 - 16.08.2018 07:00,2018,9094,12373,11396,3487,2946
16.08.2018 07:00 - 16.08.2018 08:00,2018,9259,13780,12503,4030,3333
16.08.2018 08:00 - 16.08.2018 09:00,2018,9424,14596,13043,4329,3540
16.08.2018 09:00 - 16.08.2018 10:00,2018,9401,15008,13229,4417,3610
16.08.2018 10:00 - 16.08.2018 11:00,2018,9496,15001,13429,4497,3629
16.08.2018 11:00 - 16.08.2018 12:00,2018,9521,15087,13242,4509,3598
16.08.2018 12:00 - 16.08.2018 13:00,2018,9385,14753,12844,4455,3656
16.08.2018 13:00 - 16.08.2018 14:00,2018,9334,14790,12865,4464,3623
16.08.2018 14:00 - 16.08.2018 15:00,2018,9247,14711,12925,4381,3553
16.08.2018 15:00 - 16.08.2018 16:00,2018,9206,14498,12990,4181,3482
16.08.2018 16:00 - 16.08.2018 17:00,2018,9156,14137,13132,4159,3381
16.08.2018 17:00 - 16.08.2018 18:00,2018,9091,14241,13010,4334,3304
16.08.2018 18:00 - 16.08.2018 19:00,2018,9182,13983,13045,4209,3252
16.08.2018 19:00 - 16.08.2018 20:00,2018,9164,13585,12938,4011,3191
16.08.2018 20:00 - 16.08.2018 21:00,2018,8916,13159,12768,3788,3211
16.08.2018 21:00 - 16.08.2018 22:00,2018,8996,12878,12636,3690,3019
16.08.2018 22:00 - 16.08.2018 23:00,2018,8614,11977,12227,3405,2679
16.08.2018 23:00 - 17.08.2018 00:00,2018,8105,11435,11586,3106,2443
17.08.2018 00:00 - 17.08.2018 01:00,2018,7796,11044,10945,2873,2290
17.08.2018 01:00 - 17.08.2018 02:00,2018,7668,10775,10711,2773,2224
17.08.2018 02:00 - 17.08.2018 03:00,2018,7666,10574,10419,2716,2196
17.08.2018 03:00 - 17.08.2018 04:00,2018,7790,10584,10352,2703,2206
17.08.2018 04:00 - 17.08.2018 05:00,2018,7828,10777,10361,2769,2259
17.08.2018 05:00 - 17.08.2018 06:00,2018,8429,10971,10839,2938,2564
17.08.2018 06:00 - 17.08.2018 07:00,2018,9056,12370,11442,3367,2963
17.08.2018 07:00 - 17.08.2018 08:00,2018,9332,14027,12525,3922,3342
17.08.2018 08:00 - 17.08.2018 09:00,2018,9509,14688,12803,4187,3532
17.08.2018 09:00 - 17.08.2018 10:00,2018,9504,14754,12759,4258,3567
17.08.2018 10:00 - 17.08.2018 11:00,2018,9585,14425,12786,4336,3587
17.08.2018 11:00 - 17.08.2018 12:00,2018,9573,14537,12910,4334,3559
17.08.2018 12:00 - 17.08.2018 13:00,2018,9546,14694,12970,4209,3594
17.08.2018 13:00 - 17.08.2018 14:00,2018,9538,14491,12771,4141,3566
17.08.2018 14:00 - 17.08.2018 15:00,2018,9462,13964,12462,4002,3508
17.08.2018 15:00 - 17.08.2018 16:00,2018,9430,13363,12164,3901,3417
17.08.2018 16:00 - 17.08.2018 17:00,2018,9371,13129,12339,3872,3326
17.08.2018 17:00 - 17.08.2018 18:00,2018,9274,13227,12277,4018,3243
17.08.2018 18:00 - 17.08.2018 19:00,2018,9176,13234,12129,3921,3179
17.08.2018 19:00 - 17.08.2018 20:00,2018,9059,12949,12012,3639,3118
17.08.2018 20:00 - 17.08.2018 21:00,2018,8838,12639,11948,3397,3143
17.08.2018 21:00 - 17.08.2018 22:00,2018,8911,12240,11778,3344,2965
17.08.2018 22:00 - 17.08.2018 23:00,2018,8552,11959,11613,3141,2657
17.08.2018 23:00 - 18.08.2018 00:00,2018,8038,11275,11158,2888,2451
18.08.2018 00:00 - 18.08.2018 01:00,2018,7697,10766,10851,2681,2337
18.08.2018 01:00 - 18.08.2018 02:00,2018,7539,10444,10716,2564,2258
18.08.2018 02:00 - 18.08.2018 03:00,2018,7514,10389,10451,2501,2220
18.08.2018 03:00 - 18.08.2018 04:00,2018,7480,10292,10363,2491,2198
18.08.2018 04:00 - 18.08.2018 05:00,2018,7345,10018,10212,2478,2172
18.08.2018 05:00 - 18.08.2018 06:00,2018,7413,9761,10142,2496,2267
18.08.2018 06:00 - 18.08.2018 07:00,2018,7597,9904,10130,2605,2490
18.08.2018 07:00 - 18.08.2018 08:00,2018,7855,10684,10752,2904,2770
18.08.2018 08:00 - 18.08.2018 09:00,2018,8120,11469,11154,3194,2987
18.08.2018 09:00 - 18.08.2018 10:00,2018,8283,11973,11655,3381,3090
18.08.2018 10:00 - 18.08.2018 11:00,2018,8310,12110,12096,3467,3111
18.08.2018 11:00 - 18.08.2018 12:00,2018,8307,12326,12096,3519,3107
18.08.2018 12:00 - 18.08.2018 13:00,2018,8257,12320,11628,3536,3084
18.08.2018 13:00 - 18.08.2018 14:00,2018,8235,12243,11852,3530,3027
18.08.2018 14:00 - 18.08.2018 15:00,2018,8342,12270,11949,3466,2973
18.08.2018 15:00 - 18.08.2018 16:00,2018,8413,12448,12070,3448,2943
18.08.2018 16:00 - 18.08.2018 17:00,2018,8485,12170,12156,3473,2915
18.08.2018 17:00 - 18.08.2018 18:00,2018,8467,12411,12076,3670,2909
18.08.2018 18:00 - 18.08.2018 19:00,2018,8524,12198,12192,3639,2883
18.08.2018 19:00 - 18.08.2018 20:00,2018,8419,12142,11998,3384,2869
18.08.2018 20:00 - 18.08.2018 21:00,2018,8347,12110,11780,3200,2858
18.08.2018 21:00 - 18.08.2018 22:00,2018,8580,11827,11617,3147,2752
18.08.2018 22:00 - 18.08.2018 23:00,2018,8275,11407,11265,2982,2535
18.08.2018 23:00 - 19.08.2018 00:00,2018,7845,10964,11122,2760,2345
19.08.2018 00:00 - 19.08.2018 01:00,2018,7527,10832,10856,2579,2213
19.08.2018 01:00 - 19.08.2018 02:00,2018,7276,10763,10516,2455,2139
19.08.2018 02:00 - 19.08.2018 03:00,2018,7298,10328,10380,2395,2100
19.08.2018 03:00 - 19.08.2018 04:00,2018,7330,10167,10383,2372,2081
19.08.2018 04:00 - 19.08.2018 05:00,2018,7271,10047,10350,2372,2052
19.08.2018 05:00 - 19.08.2018 06:00,2018,7239,9855,10330,2405,2119
19.08.2018 06:00 - 19.08.2018 07:00,2018,7379,9940,10292,2461,2288
19.08.2018 07:00 - 19.08.2018 08:00,2018,7626,10648,10544,2682,2548
19.08.2018 08:00 - 19.08.2018 09:00,2018,7831,11227,10803,2923,2793
19.08.2018 09:00 - 19.08.2018 10:00,2018,8039,11863,11283,3159,2928
19.08.2018 10:00 - 19.08.2018 11:00,2018,8164,12342,11595,3333,2969
19.08.2018 11:00 - 19.08.2018 12:00,2018,8168,12452,11640,3357,2952
19.08.2018 12:00 - 19.08.2018 13:00,2018,8186,12430,11681,3396,2947
19.08.2018 13:00 - 19.08.2018 14:00,2018,8141,12430,11706,3398,2909
19.08.2018 14:00 - 19.08.2018 15:00,2018,8135,12371,11696,3342,2877
19.08.2018 15:00 - 19.08.2018 16:00,2018,8130,12204,11669,3383,2875
19.08.2018 16:00 - 19.08.2018 17:00,2018,8113,12483,11670,3519,2874
19.08.2018 17:00 - 19.08.2018 18:00,2018,8197,12940,11876,3821,2868
19.08.2018 18:00 - 19.08.2018 19:00,2018,8314,12935,11898,3852,2870
19.08.2018 19:00 - 19.08.2018 20:00,2018,8370,13037,11940,3638,2894
19.08.2018 20:00 - 19.08.2018 21:00,2018,8264,12892,12190,3501,2902
19.08.2018 21:00 - 19.08.2018 22:00,2018,8492,12880,12380,3427,2769
19.08.2018 22:00 - 19.08.2018 23:00,2018,8247,12133,12157,3123,2502
19.08.2018 23:00 - 20.08.2018 00:00,2018,7772,11393,11518,2843,2303
20.08.2018 00:00 - 20.08.2018 01:00,2018,7471,10728,11034,2683,2216
20.08.2018 01:00 - 20.08.2018 02:00,2018,7353,10637,10738,2589,2163
