Avail_Sol,Avail_Wind_On,Avail_Wind_Off
0,0.419647778,0.559756124
0,0.424153816,0.565549478
0,0.433458358,0.580605172
0.00019257,0.434349441,0.585840641
0.020971264,0.419954621,0.581556873
0.032576436,0.43016771,0.56949678
0.053496822,0.437728485,0.567524511
0.127035659,0.453795073,0.566471189
0.101508471,0.417868798,0.564063646
0.091337392,0.430545058,0.600323392
0.032027627,0.458318185,0.639807849
0.000104529,0.479232946,0.663596021
0,0.482493053,0.665209661
0,0.48115531,0.661471575
0,0.484094941,0.660242783
0,0.490460921,0.672218718
0,0.490870903,0.686035122
0,0.43973886,0.646799247
0,0.474874307,0.681782474
0,0.4910299,0.699208892
0,0.497588735,0.715550268
0,0.493083957,0.73250386
0,0.490488493,0.739305854
0,0.502258258,0.757914638
0,0.519021611,0.770326802
0,0.522909842,0.768706051
0,0.523854391,0.779900561
0.000176533,0.527498405,0.787952045
0.010740437,0.536127904,0.796489394
0.023774719,0.591021973,0.837066688
0.034260494,0.616520204,0.825700208
0.061498677,0.572273253,0.792100681
0.044976505,0.532781286,0.744941471
0.035401175,0.515324864,0.727646002
0.013986254,0.514871012,0.727648054
0.000148519,0.52943364,0.742138569
0,0.553859521,0.769673233
0,0.585591028,0.795049216
0,0.608609824,0.797739221
0,0.591906132,0.78340751
0,0.553131857,0.760619706
0,0.492455823,0.704478786
0,0.469423161,0.684091151
0,0.446950764,0.664478754
0,0.417175112,0.642878023
0,0.405151584,0.639007342
0,0.399810799,0.63557715
0,0.406235727,0.656267964
0,0.410450884,0.686248626
0,0.420949349,0.705328687
0,0.414732255,0.723939259
0.000291143,0.435417271,0.747766414
0.023468459,0.446924738,0.768324761
0.056525877,0.437847803,0.738884077
0.149481189,0.491922109,0.755211162
0.132998379,0.557516209,0.752587243
0.165826809,0.559171235,0.744936711
0.136272339,0.530600302,0.735964457
0.066623928,0.538603446,0.744155433
0.000333222,0.583432728,0.787998537
0,0.671219336,0.836918418
0,0.748797188,0.866001137
0,0.783119661,0.881723033
0,0.800527518,0.892422087
0,0.807182704,0.898053862
0,0.786190815,0.894121204
0,0.810637497,0.901040735
0,0.816561963,0.907676836
0,0.810835655,0.916851012
0,0.82288949,0.925347051
0,0.859532252,0.929524945
0,0.891819418,0.931358071
0,0.898909388,0.933862019
0,0.902154915,0.934764861
0,0.9085628,0.936153273
0.000364525,0.911054037,0.936808889
0.02060974,0.912757841,0.937064236
0.034754219,0.909423079,0.937056886
0.044960775,0.91768848,0.937137477
0.048547429,0.919922569,0.937279202
0.029709893,0.92582117,0.937319615
0.02152641,0.924722056,0.937409821
0.008705897,0.923689787,0.935236264
0.000240748,0.925601601,0.890330571
0,0.927933158,0.900882209
0,0.929540309,0.925837403
0,0.928513137,0.909643559
0,0.926445672,0.914890193
0,0.923769186,0.936154361
0,0.907545803,0.937473764
0,0.91076987,0.937384343
0,0.903070931,0.93464561
0,0.871322471,0.920370748
0,0.821477583,0.918692697
0,0.8058721,0.917788017
0,0.777491807,0.912459444
0,0.746105025,0.908984268
0,0.70777181,0.89888526
0,0.66049029,0.885726808
0.000494727,0.639697307,0.873024487
0.056867141,0.61334323,0.862210177
0.132199845,0.443959504,0.790388857
0.150502711,0.383134609,0.725104493
0.173965877,0.356772507,0.675432189
0.157520749,0.358538728,0.651963338
0.153875019,0.36396575,0.638182306
0.075601237,0.377260277,0.615783568
0.000592576,0.381660308,0.588432407
0,0.356797571,0.581965037
0,0.361452775,0.543090957
0,0.363172579,0.501986076
0,0.36299237,0.521878227
0,0.363503455,0.493531531
0,0.347516624,0.484289889
0,0.370270128,0.472591362
0,0.347503256,0.448309907
0,0.332090202,0.437633587
0,0.333172453,0.399549761
0,0.324812574,0.394172737
0,0.292423103,0.382460275
0,0.24923628,0.334945898
0,0.21763547,0.301361971
0,0.206465936,0.305486396
0.000726155,0.209199976,0.331865954
0.081852867,0.249035128,0.3512718
0.204775201,0.202956681,0.326170816
0.249449264,0.205625063,0.351173657
0.286498407,0.191048481,0.348627858
0.274142724,0.182263006,0.352074362
0.199745525,0.228908939,0.387399185
0.090441766,0.276188735,0.421463957
0.000842403,0.29429244,0.444129666
0,0.269968999,0.427517335
0,0.251293434,0.431774115
0,0.237359421,0.418784798
0,0.258668138,0.416394424
0,0.294919643,0.424351363
0,0.271171628,0.401303439
0,0.309161637,0.425747596
0,0.350999531,0.463177015
0,0.379929015,0.492406388
0,0.390907161,0.504804423
0,0.376837078,0.470076355
0,0.373462696,0.455476866
0,0.357077196,0.437520201
0,0.341867757,0.416042845
0,0.303185477,0.394424938
0.000600252,0.263028183,0.349408776
0.02282842,0.211267852,0.316452216
0.064193754,0.129552349,0.242065612
0.095746944,0.139638662,0.241682044
0.078846157,0.161679126,0.251793743
0.080767926,0.172625244,0.261884619
0.058516046,0.158548553,0.248931207
0.034029017,0.142029056,0.232688376
0.000905945,0.11829582,0.217676288
0,0.08738948,0.188263164
0,0.072573998,0.152889556
0,0.063950077,0.123445182
0,0.061411954,0.105941179
0,0.062819454,0.094647279
0,0.058457185,0.088361002
0,0.062840825,0.071050965
0,0.054181831,0.053946169
0,0.038558287,0.0485176
0,0.034363943,0.04557643
0,0.038032541,0.042371872
0,0.039936824,0.042564974
0,0.040593155,0.050672268
0,0.044025049,0.06151921
0,0.052059965,0.069857357
0.000907909,0.068103723,0.082308685
0.08184791,0.080017198,0.094852696
0.182861046,0.079645782,0.116881098
0.251552036,0.074280787,0.124591714
0.344336313,0.087159552,0.140002576
0.310654081,0.097388204,0.152369502
0.207130239,0.096224019,0.169678874
0.126608256,0.110866815,0.198340697
0.001393986,0.142921781,0.230269618
0,0.176815653,0.270326569
0,0.195678764,0.306341416
0,0.205321146,0.327130313
0,0.202272295,0.324589164
0,0.204291653,0.323920435
0,0.215025893,0.318955803
0,0.20748611,0.297721018
0,0.202925605,0.315909102
0,0.211595523,0.322384814
0,0.197837687,0.30476213
0,0.197415585,0.318589279
0,0.204841685,0.321952668
0,0.227632517,0.322886913
0,0.235964198,0.328415425
0,0.247602085,0.361941389
0.001240132,0.260019535,0.378155247
0.108196453,0.250696144,0.364392814
0.198880391,0.237988694,0.349955103
0.266535675,0.24393724,0.346175245
0.295355583,0.267028435,0.324143618
0.190007288,0.27880619,0.324754355
0.135742062,0.227457704,0.296249056
0.059415059,0.208228927,0.29050123
0.001382459,0.198450631,0.280912399
0,0.210873371,0.299356993
0,0.206954415,0.303368286
0,0.181097747,0.281465902
0,0.160344687,0.252168704
0,0.135511351,0.210901306
0,0.086778126,0.116745225
0,0.071181435,0.09253232
0,0.07016258,0.102703994
0,0.068801496,0.10530391
0,0.067434833,0.109567175
0,0.060799529,0.09627547
0,0.049738306,0.072185769
0,0.041964174,0.054265307
0,0.036342506,0.041956473
0,0.034642345,0.033261977
0.001883862,0.032268124,0.025109781
0.178867372,0.032308948,0.019269209
0.296909604,0.030012521,0.029379187
0.373438215,0.02898454,0.021452588
0.382760805,0.037552253,0.021240288
0.328708091,0.043481195,0.023397347
0.247285482,0.048054279,0.026834049
0.140786057,0.056699754,0.042230956
0.0021112,0.077414652,0.06946078
0,0.108750665,0.112040382
0,0.146972922,0.172621513
0,0.205243689,0.238981057
0,0.256598067,0.304979949
0,0.295476026,0.351985053
0,0.311731442,0.414987988
0,0.339229835,0.452509927
0,0.375686747,0.48405567
0,0.382958841,0.513885363
0,0.423105034,0.55557616
0,0.452650452,0.605350929
0,0.489385096,0.656262167
0,0.514307451,0.690801039
0,0.526694935,0.712676705
0,0.530749519,0.736045533
0.001112874,0.521910733,0.756675983
0.017591552,0.515055652,0.768320887
0.044408643,0.512862591,0.74076495
0.091184951,0.519144648,0.746646728
0.091424623,0.528713467,0.733113478
0.091864843,0.459563131,0.690874186
0.067324165,0.374392756,0.655527833
0.061022287,0.339380433,0.634801788
0.001753597,0.351057048,0.608666867
0,0.3025865,0.561515975
0,0.245355012,0.51751434
0,0.226069437,0.476453819
0,0.219671614,0.473215983
0,0.192779433,0.45770122
0,0.13053489,0.32825211
0,0.128132843,0.294368568
0,0.132874536,0.283917666
0,0.132829204,0.315906755
0,0.172283679,0.32920085
0,0.202912815,0.331060035
0,0.244295951,0.399998295
0,0.277110467,0.496854361
0,0.328514311,0.562788094
0,0.403527884,0.631859986
0.001317593,0.476619649,0.701129647
0.029403846,0.526626626,0.750207818
0.048105811,0.537731703,0.755927689
0.064111431,0.549991458,0.775487166
0.070042627,0.573496593,0.790401686
0.066358364,0.595493099,0.808127675
0.063393548,0.644175811,0.835970049
0.023950353,0.694966536,0.865361828
0.001663284,0.762719558,0.896591008
0,0.825677687,0.918491189
0,0.862025808,0.929552544
0,0.881989805,0.934052531
0,0.894522621,0.93647451
0,0.902562545,0.937152122
0,0.912728226,0.937461093
0,0.915288156,0.937475603
0,0.915418057,0.937441216
0,0.912868346,0.937412022
0,0.896285651,0.93733468
0,0.875386788,0.937083152
0,0.831183467,0.934577234
0,0.771017938,0.925334868
0,0.743477578,0.915833642
0,0.786921312,0.91494269
0.001782805,0.825223667,0.926168405
0.024106207,0.85745572,0.931541457
0.030150594,0.879656752,0.923630084
0.032835016,0.889909796,0.908885117
0.032969733,0.893659287,0.883193689
0.03434596,0.894845367,0.815871238
0.02371431,0.893112625,0.784794925
0.017184067,0.900351999,0.880004469
0.001212389,0.905312339,0.924321972
0,0.908510919,0.935515315
0,0.90728908,0.937468048
0,0.901194246,0.93728285
0,0.89375166,0.93703865
0,0.890385343,0.93679185
0,0.876634151,0.934753315
0,0.864422466,0.933681832
0,0.852744289,0.927558512
0,0.851691976,0.917781225
0,0.859362979,0.92299537
0,0.846762733,0.927531545
0,0.827743319,0.927381658
0,0.830846868,0.930579476
0,0.82951668,0.933335705
0,0.822556303,0.933207171
0.002762571,0.806099895,0.930935187
0.17567228,0.783239821,0.927113665
0.349109159,0.750584646,0.916017638
0.426765344,0.756492359,0.91197396
0.429774256,0.7137041,0.899516774
0.37855669,0.713022116,0.880020451
0.300194298,0.674701539,0.857226397
0.17850243,0.61724719,0.81726191
0.004877722,0.597780432,0.790566872
0,0.591056728,0.789071681
0,0.560599155,0.761299668
0,0.533866343,0.746502394
0,0.497563911,0.727955915
0,0.468327458,0.700782301
0,0.413968962,0.664653362
0,0.353512208,0.61445799
0,0.316584905,0.546265232
0,0.283584332,0.506633322
0,0.225560156,0.425878033
0,0.232220417,0.412375888
0,0.21377782,0.38603947
0,0.188422977,0.345985715
0,0.190081493,0.319421979
0,0.200306754,0.339109336
0.002981625,0.196598997,0.359440767
0.144387958,0.177825952,0.352268434
0.212514215,0.162790405,0.356172948
0.274309012,0.173055657,0.344024303
0.2716783,0.207350217,0.34071502
0.218822874,0.227609216,0.332965852
0.175256122,0.183451281,0.325165112
0.132777011,0.162350377,0.314502046
0.006074369,0.171399465,0.310042903
2.54E-07,0.191115035,0.328084526
0,0.210155136,0.357279227
0,0.22398457,0.385063464
0,0.248523482,0.42245837
0,0.260650284,0.449169382
0,0.298369369,0.488734828
0,0.295185686,0.480621131
0,0.279160056,0.463575498
0,0.250073413,0.430009484
0,0.233230467,0.38889275
0,0.234201704,0.385120344
0,0.222789539,0.364331396
0,0.198086751,0.336089904
0,0.179311079,0.290140378
0,0.189928549,0.281725855
0.00294566,0.208136808,0.299747894
0.117105714,0.24960939,0.360581187
0.173618887,0.329033291,0.47720068
0.210661295,0.416886491,0.529830744
0.24776201,0.500906785,0.60522511
0.234434302,0.582596571,0.69223988
0.169588698,0.63872861,0.768752099
0.068425405,0.696288109,0.815452573
0.003033818,0.76007663,0.859351206
6.84E-07,0.812552371,0.895353211
0,0.87062454,0.900379397
0,0.9045273,0.9282295
0,0.917545834,0.936410657
0,0.92764484,0.937370317
0,0.921791587,0.937499315
0,0.921485497,0.9373931
0,0.915822821,0.937301489
0,0.912682133,0.937049273
0,0.912906578,0.936840262
0,0.908965719,0.936006661
0,0.912080817,0.936238415
0,0.919842573,0.936931255
0,0.926364085,0.936394642
0,0.929403643,0.935077283
0.005528841,0.931437646,0.92495992
0.132006216,0.932203833,0.910461732
0.246190268,0.919221049,0.923690054
0.288742995,0.910644389,0.921204653
0.396837713,0.915137342,0.915965631
0.452858714,0.916051515,0.919394792
0.349792772,0.916819474,0.920576962
0.257560672,0.906805481,0.932507315
0.008069585,0.880221951,0.931605594
2.69E-06,0.832264826,0.918405275
0,0.767784276,0.90279371
0,0.719650717,0.898295415
0,0.659009063,0.885708204
0,0.58794214,0.867728637
0,0.555494443,0.84976057
0,0.507212479,0.834946769
0,0.516490281,0.798587685
0,0.605024943,0.79137287
0,0.702524909,0.763166574
0,0.788192294,0.718180564
0,0.85601486,0.776831556
0,0.88645304,0.852975534
0,0.909710693,0.911494808
0,0.924605502,0.924277214
0.000718648,0.928871295,0.933707495
0.006973391,0.931649124,0.9333491
0.032236135,0.926804004,0.936395151
0.086968541,0.917900957,0.937013512
0.145373118,0.900452575,0.935489548
0.182026348,0.884747962,0.934137636
0.137667247,0.88777914,0.932498761
0.091302382,0.893080865,0.932831913
0.008855256,0.89359936,0.934309337
5.91E-06,0.898507128,0.936277761
0,0.908231487,0.937038114
0,0.916082331,0.937339397
0,0.921904611,0.937451468
0,0.925607891,0.937488342
0,0.925657838,0.937492832
0,0.924991722,0.93744078
0,0.919595143,0.937335254
0,0.914425947,0.937262291
0,0.904786907,0.937040808
0,0.889149873,0.935769685
0,0.880541418,0.933698918
0,0.873016304,0.932498576
0,0.864572087,0.93323163
0,0.84527129,0.93547489
0.007881753,0.81363531,0.933768673
0.195269862,0.792492103,0.930658333
0.268830548,0.757431167,0.92712923
0.35441819,0.791965887,0.926983698
0.48412898,0.769491783,0.921215066
0.434325575,0.755108543,0.912178135
0.309735114,0.694612251,0.898680903
0.198919868,0.606146737,0.875571704
0.012716512,0.572028575,0.858551066
7.31E-06,0.573785418,0.844263503
0,0.558272048,0.827057702
0,0.558531035,0.828759367
0,0.575187241,0.840905612
0,0.619102596,0.860053797
0,0.616360725,0.853609601
0,0.644816795,0.868974627
0,0.661533363,0.868236323
0,0.684285577,0.860766247
0,0.686162997,0.856994968
0,0.716825828,0.861359572
0,0.753817852,0.885478683
0,0.77319018,0.899285587
0,0.79507236,0.904656483
0,0.829117448,0.918459345
0.001702537,0.858228621,0.928386852
0.010545036,0.863412543,0.934511772
0.014312595,0.831264604,0.934484398
0.018577767,0.847345384,0.934198646
0.037278729,0.8447864,0.930615706
0.033046986,0.832986713,0.924779789
0.038104788,0.855155156,0.919357955
0.034451221,0.862828316,0.919467014
0.006320257,0.839078601,0.917801983
1.58E-05,0.775000703,0.920258039
0,0.76671233,0.91354493
0,0.79505606,0.907289683
0,0.809834485,0.916195178
0,0.816225069,0.918325194
0,0.761375376,0.904679881
0,0.7961974,0.898841076
0,0.841833555,0.916155863
0,0.847029544,0.926387276
0,0.830355482,0.920138135
0,0.831032195,0.920067495
0,0.824246489,0.919443461
0,0.814583308,0.918570951
0,0.819709215,0.920171466
0,0.809438135,0.918624894
0.013142613,0.797244924,0.918624098
0.243207065,0.778948146,0.918011804
0.358197761,0.758847357,0.902289961
0.343274611,0.739052971,0.895534827
0.366867639,0.672364744,0.883040079
0.379540459,0.690525924,0.865654336
0.309744098,0.762469403,0.848906961
0.203330031,0.800157385,0.854625094
0.024829971,0.773415441,0.820921071
2.04E-05,0.753692231,0.771707884
0,0.697735133,0.743000785
0,0.643457103,0.730895918
0,0.59106708,0.729923054
0,0.547869038,0.734207123
0,0.522699302,0.795876709
0,0.502162375,0.82726112
0,0.477870229,0.801979398
0,0.469777984,0.77418008
0,0.458855178,0.757624133
0,0.457011763,0.728823398
0,0.446446142,0.69604823
0,0.442823526,0.662351033
0,0.468895546,0.634660573
4.53E-08,0.505057954,0.633234451
0.00363905,0.518918453,0.639406108
0.041695017,0.526299249,0.653813821
0.09905429,0.504620011,0.635118974
0.142996234,0.476892379,0.649680327
0.133491465,0.455375379,0.651761587
0.140256268,0.432153416,0.630182282
0.084849672,0.443271211,0.625721689
0.058480494,0.450922063,0.633136299
0.008203349,0.434072823,0.621979626
1.90E-05,0.42441623,0.601673904
0,0.417894609,0.58774106
0,0.38862314,0.573520303
0,0.363322847,0.565671997
0,0.356221835,0.572590202
0,0.34665526,0.574629476
0,0.304457107,0.547646368
0,0.278240485,0.519946988
0,0.274858293,0.517447387
0,0.291848197,0.533210245
0,0.279644897,0.527465971
0,0.254925719,0.506683749
0,0.220080003,0.485406552
0,0.213337164,0.485898928
1.81E-07,0.230072484,0.49866308
0.005926077,0.261767073,0.532925872
0.054895542,0.305984452,0.572702151
0.101301462,0.344693369,0.606382239
0.154373254,0.333031619,0.600016146
0.124583239,0.366072683,0.6009223
0.109760489,0.391266243,0.602792735
0.068980306,0.400136897,0.620691992
0.063266088,0.391228506,0.637338428
0.014448044,0.408545891,0.654838113
6.15E-05,0.440359716,0.670030896
0,0.470613478,0.687349068
0,0.51663352,0.71179127
0,0.553885354,0.720536126
0,0.586809584,0.729725485
0,0.612062477,0.734162402
0,0.641460213,0.739701666
0,0.664118959,0.755034812
0,0.686539366,0.774160025
0,0.688677039,0.789421749
0,0.703217985,0.809745024
0,0.722606674,0.825074515
0,0.736704317,0.842087085
0,0.746488415,0.863529388
3.63E-07,0.754194864,0.887818638
0.015878426,0.744226281,0.898933049
0.14039715,0.729218236,0.898159157
0.230778073,0.705596849,0.863274312
0.295096764,0.66952147,0.833185132
0.305879454,0.614950173,0.804263883
0.265435566,0.597889503,0.791784616
0.197216262,0.546760324,0.766089405
0.125417037,0.532325681,0.76114865
0.026923897,0.502574973,0.760431328
4.37E-05,0.496512644,0.76999236
0,0.487788235,0.754959095
0,0.464260918,0.715095811
0,0.425269726,0.651511341
0,0.394917079,0.596947386
0,0.325214299,0.495059065
0,0.294963954,0.439169438
0,0.287316876,0.410793834
0,0.260429559,0.365219808
0,0.251682923,0.339428419
0,0.246711713,0.323333952
0,0.234269635,0.299975881
0,0.205820249,0.261836488
0,0.176808245,0.216669517
1.12E-06,0.166022657,0.193784495
0.031558726,0.154040446,0.171303252
0.207528504,0.124258791,0.137086582
0.306277805,0.094975509,0.089302919
0.335343695,0.091200755,0.075647629
0.367464778,0.078390642,0.056003061
0.357397379,0.067772016,0.045990844
0.294803396,0.052396853,0.041688151
0.176893605,0.040204024,0.04543163
0.043570879,0.044060639,0.050464553
2.35E-05,0.051640578,0.04166131
0,0.059667766,0.034417664
0,0.058658256,0.025869297
0,0.057187987,0.019720447
0,0.05456921,0.016545843
0,0.051922478,0.017535425
0,0.050339088,0.015149237
0,0.049417921,0.017722989
0,0.048047203,0.02300861
0,0.047968759,0.026197156
0,0.048377631,0.031456025
0,0.049922654,0.037172938
0,0.051220393,0.042991949
0,0.052479818,0.041488185
1.76E-06,0.051636939,0.035860305
0.022856619,0.053180068,0.036623165
0.187108211,0.049259558,0.051922415
0.247355201,0.067100846,0.099798582
0.32971875,0.073779235,0.101862702
0.34064782,0.065287908,0.093426056
0.255747841,0.055840916,0.089023595
0.182291346,0.050639225,0.082506511
0.11444549,0.048423717,0.07812258
0.046321604,0.053305271,0.074933002
0.000145528,0.061469666,0.07633045
0,0.070801147,0.084114495
0,0.083050328,0.0952498
0,0.101940646,0.111955374
0,0.129686568,0.134093052
0,0.130479531,0.131776506
0,0.139900889,0.184227813
0,0.154612393,0.225095844
0,0.165889356,0.257387461
0,0.167386688,0.282998977
0,0.178113908,0.301261953
