Avail_Sol,Avail_Wind_On,Avail_Wind_Off
0,0.624786211,0.864699426
0,0.62256172,0.874965223
0,0.607292359,0.879611942
0,0.613886046,0.868310806
0,0.627301477,0.852356801
0,0.649400441,0.854760746
0,0.674394576,0.870316217
0,0.696842333,0.884200701
0,0.71292664,0.892447449
0,0.7312657,0.900850862
0,0.746004332,0.903854054
0.000151939,0.75700415,0.907803565
0.037107262,0.757062391,0.919126575
0.096726403,0.742844065,0.914670216
0.136665351,0.713009733,0.914243909
0.160805919,0.687997614,0.891346364
0.154031502,0.683513186,0.854199782
0.120022331,0.690918265,0.815218439
0.070985198,0.700610537,0.792309744
0.007509205,0.703710938,0.762709949
1.69E-09,0.692378781,0.719602658
0,0.685172434,0.669656324
0,0.668716776,0.628408623
0,0.649185805,0.599321158
0,0.611392015,0.559901908
0,0.56182054,0.532988575
0,0.516970283,0.52760888
0,0.47639727,0.511788738
0,0.442037144,0.537231177
0,0.414330939,0.569163802
0,0.386557389,0.585009475
0,0.369270595,0.584579056
0,0.36470636,0.564887649
0,0.370928141,0.544172896
0,0.376148234,0.522488274
0.000204022,0.374274919,0.510705339
0.033462947,0.37776852,0.516997283
0.116744146,0.376134986,0.541141313
0.210629388,0.356803764,0.516908752
0.249520122,0.338058673,0.524423874
0.245489965,0.315188366,0.525477343
0.185777206,0.296815709,0.553427709
0.0916766,0.278925611,0.56952443
0.010540722,0.266051133,0.583641696
6.04E-08,0.24371339,0.596632011
0,0.228296677,0.609979695
0,0.218724394,0.63106799
0,0.212519262,0.647570275
0,0.214937937,0.691814574
0,0.2183843,0.752912324
0,0.213763858,0.750192919
0,0.23915444,0.80918725
0,0.269620745,0.833723179
0,0.288969198,0.844347937
0,0.322216848,0.861908353
0,0.35766917,0.854545637
0,0.359776208,0.816458836
0,0.365351912,0.793093954
0,0.365789225,0.773978104
0.000181722,0.361253242,0.760206302
0.028907646,0.351765582,0.720840894
0.133217706,0.333886009,0.694548154
0.193872091,0.29551249,0.644225634
0.225466429,0.286902163,0.631773762
0.207964736,0.294735324,0.647677849
0.161136441,0.30477613,0.671095651
0.065614858,0.327976526,0.683908548
0.004390812,0.35479626,0.696821098
2.90E-08,0.377903537,0.702141469
0,0.392700101,0.710322257
0,0.404628188,0.742689016
0,0.419893655,0.772149693
0,0.438665307,0.798538746
0,0.453802336,0.812938589
0,0.44728064,0.820481398
0,0.45691499,0.825278078
0,0.459813873,0.823514959
0,0.459763412,0.823625104
0,0.462714016,0.822494785
0,0.464577582,0.815381556
0,0.45630728,0.815031404
0,0.442648958,0.809792772
0,0.425398644,0.795661904
0.000366537,0.408658138,0.776992436
0.086189455,0.389702726,0.753068656
0.212432316,0.355192857,0.726527417
0.286088444,0.290567918,0.691660974
0.334669175,0.277795692,0.670109216
0.324464937,0.296564763,0.646207684
0.268505591,0.289213706,0.568620126
0.159288877,0.285274539,0.501134058
0.015452953,0.27865336,0.486171272
3.90E-07,0.267220733,0.485765789
0,0.264341654,0.491188065
0,0.268638163,0.54185807
0,0.270049149,0.634755392
0,0.279937675,0.676959125
0,0.298641077,0.669944008
0,0.309444848,0.658363041
0,0.332828082,0.612995401
0,0.35770015,0.554602808
0,0.374999005,0.511782574
0,0.383091712,0.514289398
0,0.387326927,0.544385181
0,0.394424118,0.54421977
0,0.410271419,0.535178063
0,0.424544373,0.570273947
0.000490327,0.439672832,0.630929419
0.082740999,0.446608215,0.677805158
0.217586228,0.442770774,0.696240144
0.313187056,0.421677986,0.672630126
0.358027899,0.418481411,0.658463772
0.366101926,0.433579151,0.667551819
0.28662953,0.459127144,0.679713537
0.179167003,0.493184526,0.657041623
0.016317948,0.519388547,0.6004824
1.02E-06,0.516458618,0.539073725
0,0.505213064,0.488290489
0,0.494904623,0.454469397
0,0.481242236,0.433033923
0,0.469369695,0.408748371
0,0.454896549,0.360067893
0,0.433688906,0.338379919
0,0.423897717,0.335166951
0,0.410472254,0.337692744
0,0.397964498,0.363855419
0,0.383545126,0.387379021
0,0.361763825,0.368627315
0,0.341898475,0.347727415
0,0.329381289,0.335616275
0,0.320518527,0.328578597
0.000466203,0.302476793,0.337115571
0.052210331,0.27710879,0.356299883
0.129214811,0.247360848,0.351520745
0.188491998,0.21100971,0.317529852
0.206350479,0.198397582,0.322337757
0.190076889,0.205901018,0.31965706
0.151057005,0.219494301,0.326126081
0.078643957,0.248557071,0.332800184
0.004247045,0.273426195,0.33831873
4.17E-07,0.284652706,0.344177714
0,0.276195781,0.343737513
0,0.257927163,0.330298624
0,0.240779193,0.322560002
0,0.229342052,0.315012892
0,0.227247025,0.31400872
0,0.195513168,0.268805391
0,0.188353013,0.257240365
0,0.175800585,0.259652665
0,0.174609593,0.261178087
0,0.175203694,0.258942485
0,0.174120885,0.265689339
0,0.175751638,0.295240527
0,0.177197169,0.319323241
0,0.176751398,0.322967615
0.000234088,0.177087351,0.332964721
0.020515155,0.17234761,0.357626669
0.060650756,0.145227708,0.36889399
0.07838523,0.112745692,0.35278864
0.091406722,0.105935668,0.347327036
0.081553755,0.103592097,0.331740941
0.056166444,0.115531596,0.342939754
0.0241688,0.133982193,0.370365088
0.002510608,0.160910306,0.415702737
1.14E-06,0.187803302,0.46925061
0,0.202454381,0.493500516
0,0.209070794,0.50733689
0,0.212919571,0.51426604
0,0.209255552,0.503659517
0,0.21576231,0.498811487
0,0.180736876,0.409284552
0,0.19317659,0.418847478
0,0.207364639,0.444523788
0,0.215944865,0.447434375
0,0.224945886,0.430260267
0,0.233586825,0.411916649
0,0.239750655,0.403940933
0,0.249197251,0.404078998
0,0.25573182,0.409424708
0.000239735,0.266642523,0.421786411
0.019933543,0.284133611,0.427074127
0.069402043,0.273726262,0.421094214
0.101265941,0.240246609,0.354513485
0.124293735,0.224969467,0.324443024
0.128171626,0.21442327,0.295667201
0.097379206,0.217897947,0.283762886
0.05341554,0.232297123,0.293985215
0.006190217,0.259252037,0.324843823
2.64E-06,0.290690202,0.358130898
0,0.305300813,0.379312922
0,0.308034238,0.385052547
0,0.306640684,0.388579776
0,0.300371495,0.385830923
0,0.288965151,0.378565612
0,0.229261603,0.37857173
0,0.237342958,0.36194728
0,0.258003073,0.349641733
0,0.265586085,0.334747122
0,0.272509015,0.323601642
0,0.279109649,0.316398932
0,0.291505174,0.323027542
0,0.301455583,0.335918649
0,0.311918441,0.328556358
0.000469777,0.320712114,0.316606685
0.061602046,0.319470073,0.323929409
0.166137465,0.332651375,0.32364745
0.219133782,0.366461625,0.352322645
0.248783983,0.347448488,0.319587624
0.216303974,0.327650906,0.279915652
0.173251258,0.303212303,0.246676752
0.103754477,0.294510413,0.239307482
0.01438188,0.303018361,0.23832718
8.28E-06,0.319118799,0.25037329
0,0.32536952,0.271502614
0,0.32443957,0.295177397
0,0.313843266,0.310897135
0,0.302538406,0.31632361
0,0.294584344,0.322039515
0,0.243249764,0.34742442
0,0.237555483,0.356534801
0,0.237590087,0.337377819
0,0.240807884,0.306518537
0,0.242784305,0.286245323
0,0.242604082,0.281901016
0,0.247220604,0.302203063
0,0.248897931,0.327572265
0,0.250960814,0.348676952
0.000763676,0.248567163,0.356644234
0.092516481,0.249047723,0.36816092
0.216979825,0.237511994,0.360980773
0.275931945,0.201102917,0.34036662
0.308736774,0.177390813,0.324436236
0.326715669,0.164207053,0.317003674
0.281258123,0.171645373,0.317829953
0.196960653,0.184225425,0.317691165
0.046531238,0.197730652,0.344432568
2.03E-05,0.219073995,0.368734873
0,0.231655663,0.398948763
0,0.238996075,0.434223286
0,0.24696175,0.474098974
0,0.254015877,0.510251898
0,0.259067369,0.552978813
0,0.200475196,0.523627934
0,0.216799893,0.576281736
0,0.2373467,0.602230042
0,0.247098607,0.635194621
0,0.254021071,0.662488543
0,0.271366379,0.710726569
0,0.294276875,0.749984847
0,0.317090912,0.782568322
0,0.348984235,0.809358278
0.00093665,0.377841713,0.83638727
0.121303593,0.384571655,0.859335345
0.272366138,0.387543184,0.871781539
0.365849033,0.347629586,0.836873816
0.418259944,0.353528869,0.845470563
0.412316732,0.374527105,0.85306191
0.349869332,0.405946676,0.858076716
0.236577625,0.446985462,0.872149858
0.043011385,0.498772257,0.890543614
2.81E-05,0.565945942,0.906476493
0,0.607722588,0.917517602
0,0.63987488,0.922858667
0,0.669521598,0.928862878
0,0.696623106,0.932153846
0,0.723824526,0.934045529
0,0.713144421,0.928015463
0,0.743837337,0.932781923
0,0.762215879,0.935298179
0,0.781970281,0.936233674
0,0.80396707,0.936652153
0,0.824172048,0.936898099
0,0.841783455,0.93697656
0,0.85442614,0.937306368
0,0.865081783,0.937164474
0.001023354,0.867478383,0.937266322
0.117964703,0.851783958,0.936906009
0.241559449,0.826198219,0.935086674
0.309462409,0.750005775,0.926962128
0.328080455,0.76254067,0.925485109
0.314535344,0.757117368,0.922856373
0.235573847,0.761804738,0.916651682
0.11289764,0.771911912,0.909752202
0.010507327,0.764757853,0.899586389
3.44E-05,0.758194202,0.89593676
0,0.74908895,0.888562362
0,0.743769214,0.876856771
0,0.735728121,0.864996383
0,0.728516308,0.849008674
0,0.720764941,0.836333228
0,0.654427394,0.828577332
0,0.675513059,0.838769288
0,0.687226862,0.84870027
0,0.690217446,0.858323535
0,0.673472641,0.860970041
0,0.653129342,0.856378746
0,0.633436615,0.856936783
0,0.59714274,0.863486485
0,0.564955639,0.866632821
0.000733631,0.547019769,0.872332587
0.061766707,0.498234612,0.873494772
0.130881652,0.456358269,0.861122808
0.167037769,0.397437378,0.830679845
0.171914529,0.370529725,0.815958256
0.164369519,0.358452546,0.7693333
0.114590229,0.357914403,0.738161906
0.069149181,0.364082871,0.73279261
0.016495626,0.343268433,0.70330807
5.13E-05,0.340126267,0.680040987
0,0.339621111,0.648322984
0,0.344463726,0.601810431
0,0.346281231,0.540609559
0,0.34778974,0.477754892
0,0.341549533,0.431885989
0,0.286830576,0.374072916
0,0.300647368,0.356114562
0,0.320550461,0.347404585
0,0.330784468,0.342525265
0,0.347209499,0.338038549
0,0.351213405,0.33582816
0,0.344135476,0.341989734
0,0.328165285,0.34180671
0,0.315921562,0.330977554
0.00092789,0.304935588,0.322575423
0.054180362,0.292579486,0.315670158
0.105514081,0.298065467,0.301165534
0.142214198,0.313194854,0.284095427
0.172225022,0.33755547,0.281411576
0.152172737,0.366674726,0.281711536
0.102512959,0.405051455,0.29643876
0.05433136,0.473630337,0.345715771
0.010791648,0.541628916,0.38444494
5.44E-05,0.588704318,0.418910829
0,0.616981502,0.45462587
0,0.628435793,0.48451192
0,0.629872153,0.511634923
0,0.625482027,0.516541657
0,0.624780679,0.503235569
0,0.60661635,0.461397854
0,0.619385547,0.435840531
0,0.616341083,0.42368846
0,0.599126193,0.402815923
0,0.58138481,0.391263496
0,0.564826658,0.373785954
0,0.543529791,0.338115146
0,0.51853962,0.30289288
0,0.495669496,0.28045846
0.000650574,0.474997274,0.26111472
0.028191921,0.448769457,0.239671132
0.063092835,0.428467697,0.228215788
0.11129225,0.422056746,0.217482015
0.146388934,0.397426193,0.18714105
0.161452473,0.372765855,0.151520661
0.121885778,0.335852298,0.141119101
0.096894435,0.306422055,0.15584182
0.033477947,0.294142557,0.182544734
8.49E-05,0.287744854,0.204626764
0,0.272990296,0.197549533
0,0.251630736,0.177011245
0,0.223628796,0.155334891
0,0.198293988,0.144979227
0,0.171490919,0.14142166
0,0.156793161,0.129101056
0,0.141786441,0.105946795
0,0.139837995,0.092896441
0,0.138274634,0.086242742
0,0.138618875,0.087057143
0,0.139452867,0.097225063
0,0.132589594,0.104487441
0,0.11910478,0.113063571
0,0.11354462,0.116195553
0.001503477,0.102121205,0.10985992
0.079800184,0.090201554,0.099403566
0.14847225,0.072137422,0.085692665
0.186330475,0.04844684,0.095058077
0.207234091,0.047422822,0.08170057
0.184387538,0.05252858,0.076723715
0.149146179,0.049584253,0.080140074
0.097163813,0.05143542,0.073582546
0.028718798,0.058395988,0.073564947
0.00013711,0.062138806,0.071410879
0,0.063654823,0.073979613
0,0.061639265,0.074370288
0,0.058639486,0.070871013
0,0.057552108,0.067193586
0,0.051952797,0.061870426
0,0.046653327,0.060319326
0,0.048806089,0.067087469
0,0.050582679,0.069412021
0,0.054394576,0.069323119
0,0.053896726,0.055268142
0,0.05678124,0.049733105
0,0.061299487,0.048454865
0,0.062802362,0.046720118
0,0.063781029,0.046737753
0.001251547,0.064283554,0.047193554
0.051758855,0.05833216,0.051342766
0.109624395,0.047923109,0.053926688
0.161031696,0.044253173,0.063218383
0.203813328,0.047683692,0.064050924
0.187738871,0.058240667,0.06929988
0.155358947,0.067031342,0.06619043
0.098812122,0.079231181,0.07091991
0.029214216,0.092388578,0.070866764
0.000150237,0.106125021,0.073377525
0,0.11229326,0.077656051
0,0.111055109,0.086680729
0,0.107297563,0.102136187
0,0.103743051,0.124739496
0,0.103335229,0.151457973
0,0.101210037,0.214328076
0,0.101332839,0.240364196
0,0.106870451,0.266636787
0,0.115610854,0.314471508
0,0.12822322,0.365878862
0,0.134668581,0.41976415
0,0.140962845,0.479062472
0,0.155575506,0.539896511
0,0.170648299,0.578002216
0.001350183,0.190647271,0.609331923
0.06572702,0.205186652,0.640981824
0.140050894,0.216450967,0.655814498
0.201601713,0.221258823,0.653091121
0.239397937,0.218656832,0.648946516
0.228592881,0.21369097,0.622437454
0.177603528,0.222049828,0.585534
0.105123103,0.246064437,0.564200598
0.031678807,0.281072608,0.539294471
0.000227918,0.32129624,0.521802136
0,0.339828217,0.509239465
0,0.344626415,0.507780989
0,0.332782598,0.500229141
0,0.319428283,0.491195964
0,0.301100997,0.486739355
0,0.276172341,0.429415912
0,0.267044445,0.39941791
0,0.252489121,0.380505392
0,0.232236398,0.363502835
0,0.215128894,0.359915275
0,0.205807957,0.336392929
0,0.202488555,0.339105837
0,0.201965302,0.341073121
0,0.19789452,0.326311891
0.001788081,0.191943968,0.366478373
0.101130455,0.181220018,0.440638683
0.203145472,0.155516397,0.490421279
0.289052457,0.145657983,0.575025025
0.334101559,0.127104971,0.564346014
0.330989388,0.117331418,0.563861719
0.272481421,0.116592344,0.570278981
0.166864711,0.134538702,0.618299115
0.051171675,0.176115786,0.694528612
0.000202816,0.2254274,0.768156641
0,0.268460366,0.822324311
0,0.29780091,0.855059639
0,0.330471306,0.88994646
0,0.360406242,0.906305721
0,0.403604134,0.920149253
0,0.461754475,0.92551448
0,0.497029181,0.928776335
0,0.537891141,0.931499098
0,0.576637853,0.932797903
0,0.614135265,0.934431209
0,0.646321473,0.93612452
0,0.688165499,0.936889274
0,0.724606425,0.937221256
0,0.760437595,0.93708191
0.001785264,0.78198718,0.936042948
0.025719833,0.785858184,0.934894989
0.038673537,0.7849484,0.935770925
0.039424195,0.770072023,0.936328842
0.044939343,0.761991665,0.935550033
0.049956102,0.752094713,0.935170119
0.040357052,0.727737715,0.935414227
0.032700723,0.71094837,0.934776151
0.017038713,0.709405125,0.934296767
0.000287952,0.709922836,0.934710226
0,0.718210237,0.936493358
0,0.731848649,0.937339587
0,0.745252375,0.93742609
0,0.75380789,0.93707693
0,0.763871828,0.930936992
0,0.760140898,0.932494208
0,0.774143705,0.932256713
0,0.795618323,0.934554122
0,0.818140745,0.935868384
0,0.836557116,0.932568051
0,0.843531294,0.930727153
0,0.841288857,0.933602698
0,0.833303632,0.934006942
0,0.82264797,0.920586087
0.002181965,0.807284077,0.903242063
0.061511652,0.777635042,0.885339167
0.123212917,0.742702829,0.883182187
0.196758731,0.659982895,0.878254952
0.210804419,0.618689811,0.88050886
0.205398874,0.584974399,0.877892027
0.172991402,0.564121834,0.871313956
0.113126235,0.552446942,0.856845731
0.041023939,0.539616445,0.842708962
0.000396743,0.524020492,0.823203986
0,0.502489625,0.807594412
0,0.482758474,0.79778269
0,0.456724322,0.789964284
0,0.435313957,0.774788059
0,0.412944245,0.747580861
0,0.37143226,0.71199219
0,0.354376518,0.68151832
0,0.339627538,0.652831676
0,0.33960017,0.64114454
0,0.341310823,0.62774277
0,0.335887725,0.609313134
0,0.328033338,0.608374878
0,0.322459318,0.589310384
0,0.309541919,0.572349771
0.002386047,0.298780321,0.560966859
0.03505197,0.278472537,0.540134856
0.077166807,0.252723753,0.499215876
0.096650595,0.183794135,0.40637992
0.114550421,0.166914186,0.368386714
0.118122918,0.162762636,0.332656603
0.097925992,0.160855901,0.328130544
0.059289548,0.168433481,0.318798389
0.023846825,0.175031828,0.306227966
0.000457188,0.185503525,0.323952741
0,0.189206245,0.354406621
0,0.183991664,0.379518492
0,0.179180794,0.390994434
0,0.175985062,0.388939869
0,0.171734626,0.375243664
0,0.174961566,0.382737473
0,0.162004132,0.376015708
0,0.152962356,0.378768789
0,0.148981282,0.380351845
0,0.141257387,0.376674784
0,0.138301692,0.397685677
0,0.131493558,0.415961865
0,0.128395793,0.460953143
0,0.130225974,0.510931444
0.003060058,0.134104097,0.557959226
0.041056652,0.133221254,0.622901213
0.072094147,0.12654407,0.682559097
0.087621729,0.126423983,0.691517591
0.108987294,0.142647409,0.720758417
0.100663844,0.156159973,0.734588301
0.080545013,0.163491129,0.742970377
0.044531469,0.183825796,0.760580346
0.020649198,0.211502574,0.764811314
0.000329877,0.237191508,0.76420686
0,0.256765596,0.765529047
0,0.270485341,0.751416791
0,0.280661189,0.759612931
0,0.291491249,0.756321488
0,0.305980689,0.750317648
0,0.334777397,0.751315516
0,0.367643694,0.779300753
0,0.39676526,0.793408318
0,0.426925879,0.796664025
0,0.460953455,0.783688003
0,0.502109082,0.778392153
0,0.554098753,0.829642332
0,0.607077363,0.86299255
0,0.660240335,0.878942675
0.001323034,0.703480247,0.887048013
0.016438153,0.735933058,0.895193589
0.040696795,0.762361302,0.902246157
0.05525339,0.761059076,0.903385272
0.073903675,0.7589239,0.894616552
0.082271888,0.7616797,0.869864258
0.086744587,0.748792689,0.84315106
0.062552221,0.729376092,0.807313135
0.027184438,0.713144285,0.755289046
0.000412463,0.702556885,0.699886208
0,0.697685631,0.659579768
0,0.690136381,0.612335091
0,0.689984831,0.587895941
0,0.69484742,0.564536548
0,0.698457374,0.51856691
0,0.685050312,0.46571758
0,0.680886925,0.447135445
0,0.678951085,0.452666552
0,0.67716177,0.464679667
0,0.668042223,0.47707114
0,0.658853542,0.483841539
0,0.646323036,0.48698929
0,0.630280035,0.468528415
0,0.602577328,0.431172023
0.000907823,0.576630603,0.392795582
0.009203935,0.555125809,0.356403556
0.020052554,0.542074738,0.342767782
0.031913008,0.519398104,0.322751576
0.046672841,0.53608395,0.293010332
0.053046005,0.547476465,0.283087979
0.055047224,0.558614157,0.25764626
0.043157661,0.570641852,0.265970421
0.022306433,0.580683974,0.301358571
0.000514435,0.590877782,0.340967086
0,0.602014835,0.388929231
0,0.614526076,0.445540396
0,0.631977899,0.480928345
0,0.646457628,0.494327978
0,0.659138315,0.520823353
0,0.680752846,0.562050287
0,0.700478601,0.630489373
0,0.715603658,0.713169001
0,0.733317925,0.750029357
0,0.749848265,0.779771448
0,0.765350375,0.814365986
0,0.771517867,0.820978113
0,0.775617878,0.820876375
0,0.777813077,0.820142315
0.004364682,0.781192413,0.816865938
0.067067212,0.781686725,0.813397609
0.123719014,0.786924191,0.826753305
0.217531003,0.765964579,0.833158362
0.277663279,0.772402884,0.820623936
0.308721138,0.77279072,0.823317088
0.259281047,0.779789999,0.841730384
0.198663978,0.76307811,0.841812259
0.113022371,0.732232459,0.838094165
0.001635119,0.705265917,0.829588884
0,0.683743425,0.804417258
0,0.656680241,0.785649099
0,0.630272021,0.779756428
0,0.599489007,0.770157973
0,0.556680399,0.720721688
0,0.501976397,0.628702302
0,0.468485044,0.544398415
0,0.419434725,0.475515519
0,0.374660651,0.429889507
0,0.331550494,0.367380606
0,0.291164601,0.3139598
0,0.261946061,0.279197657
0,0.245629503,0.26378716
0,0.240217424,0.263688371
0.005245291,0.246116167,0.275862114
0.120395735,0.242316948,0.323649006
0.210082156,0.251182159,0.402612484
0.261320835,0.244617251,0.496878135
0.250794248,0.285830658,0.568617652
0.207681131,0.330615146,0.638005081
0.151425375,0.363133546,0.693893714
0.101317551,0.422004713,0.752082902
0.035115331,0.498559797,0.796171602
0.000840121,0.55549554,0.816523399
0,0.612854886,0.846390515
0,0.657192904,0.870046187
0,0.696254738,0.889935164
0,0.725735888,0.903278295
0,0.742861849,0.913183652
0,0.71891333,0.917172268
0,0.731105367,0.915254363
0,0.737847415,0.905806293
0,0.742848239,0.915369172
0,0.733242821,0.918699492
0,0.721539193,0.916693102
0,0.704165447,0.912960592
0,0.673356957,0.906601021
0,0.643165002,0.896333069
0.002925614,0.597796486,0.874933023
0.025432748,0.548748131,0.874615797
0.051474815,0.497487458,0.856184813
0.074044426,0.392299703,0.77320381
0.090295698,0.344346409,0.742867981
0.092020034,0.306205094,0.734263923
0.089753966,0.257512171,0.722492471
0.072631578,0.215513062,0.717475132
0.033815044,0.203468449,0.725811289
0.00122679,0.202682934,0.735182331
0,0.204374675,0.757799127
0,0.193026322,0.774251106
0,0.184051183,0.765389469
0,0.175588492,0.739736051
0,0.155249612,0.711428146
0,0.146861799,0.68205598
0,0.138857321,0.641304944
0,0.131763711,0.586081796
0,0.131955548,0.552861326
0,0.141018438,0.527250098
0,0.145803612,0.533643875
0,0.140239961,0.510117168
0,0.143138572,0.512737548
0,0.145305259,0.515165484
0.003493882,0.144673558,0.515524525
0.089054622,0.129784988,0.489098382
0.175573055,0.10540297,0.450449165
0.266289185,0.072681595,0.313833931
0.291541523,0.082085211,0.307436268
0.289011937,0.086886416,0.291379563
0.232590824,0.091791671,0.284302739
0.158973405,0.078445315,0.258685047
0.080475884,0.088151604,0.2556333
0.002643754,0.108112825,0.260125058
0,0.132313922,0.295396763
0,0.140828192,0.335978839
0,0.148309533,0.354149859
0,0.144104276,0.338989783
0,0.137422816,0.31381217
0,0.118223905,0.271098705
0,0.11770529,0.252532258
0,0.120020483,0.22979917
0,0.125310101,0.227525001
0,0.123877674,0.234563667
0,0.120404318,0.234162849
0,0.114746865,0.223832039
0,0.112544671,0.215762839
0,0.103654854,0.20696711
0.00593014,0.096073706,0.202492967
0.119866368,0.076393489,0.200291513
0.199748761,0.054025459,0.185241743
0.265712557,0.042190416,0.166743723
0.322133633,0.039901016,0.150927702
0.296473002,0.039319203,0.132375694
0.221928134,0.047325702,0.126850984
0.147938206,0.059677123,0.135426467
0.062409398,0.076459,0.163678391
0.002626679,0.09579708,0.214254747
0,0.112216325,0.247460476
0,0.131845702,0.262322509
0,0.144643654,0.269509691
0,0.155824482,0.291054815
0,0.160659103,0.334403043
0,0.132367436,0.32509013
0,0.142801336,0.344993064
0,0.15611351,0.392977469
0,0.175491384,0.439107036
0,0.195201562,0.493366938
0,0.217014243,0.551750693
0,0.234265451,0.610423828
0,0.247939788,0.660034028
0,0.252830482,0.688575933
0.00461765,0.258909393,0.712255035
0.059862898,0.265431712,0.725481071
0.113081119,0.27430726,0.748250193
0.176501723,0.328627282,0.819045895
0.197931811,0.349704195,0.843782309
0.180184842,0.333580417,0.823675109
0.180098199,0.327652001,0.806216586
0.123833604,0.312543163,0.794408369
0.06789544,0.312528144,0.80300452
0.002620549,0.324143896,0.827777145
0,0.337430713,0.851245395
0,0.345879571,0.863971337
0,0.345909787,0.870856955
0,0.336587393,0.873056669
0,0.330825438,0.869536614
0,0.282477342,0.850812012
0,0.300133875,0.848606483
0,0.31746922,0.836939921
0,0.334863588,0.831318627
0,0.335891408,0.820667048
0,0.331240916,0.799310246
0,0.322460141,0.781414997
0,0.313678254,0.763136059
0,0.300763221,0.748208444
0.015652412,0.286532068,0.743260177
0.216905492,0.283011172,0.742447559
0.352227363,0.299169099,0.743536087
0.424922618,0.257950701,0.767888058
0.446379606,0.250348672,0.760079073
0.37938127,0.247673554,0.749264051
0.325729177,0.252429953,0.755268206
0.269304321,0.24078328,0.760898659
0.155287605,0.224849588,0.770951934
0.006891415,0.223043885,0.779858311
0,0.213019903,0.763387361
0,0.198844468,0.737676837
0,0.180039512,0.686106102
0,0.160584593,0.620444506
0,0.149386769,0.549843106
0,0.1375064,0.460318801
0,0.132684965,0.388234714
0,0.137527328,0.320905956
0,0.145729754,0.303180482
0,0.139858628,0.288043393
0,0.137690287,0.253705752
0,0.131030352,0.245950046
0,0.124658057,0.227045932
1.14E-07,0.117208104,0.211656844
0.02677227,0.11480434,0.194727724
0.219413825,0.103121087,0.182923027
0.347709599,0.118225057,0.186860349
0.420610729,0.137118204,0.21861313
0.430076097,0.150879511,0.233610497
0.376156932,0.168749507,0.263178637
0.312098791,0.169078749,0.292344521
0.231760728,0.162413385,0.327508272
0.157736543,0.182276468,0.370500219
0.008540047,0.221212511,0.397045649
0,0.259335437,0.400263718
0,0.277521935,0.394898075
0,0.29423443,0.391186878
0,0.303958175,0.422278476
0,0.308186019,0.463346247
0,0.307919014,0.522190055
0,0.306775838,0.559652717
0,0.306355034,0.594509293
